ward_name,forecast,tier,officers_per_shift,month_num
Ravenscourt Ward,4.321114,Low,3,2
Hounslow South Ward,4.312672,Low,3,2
Addison Ward,4.2767367,Low,3,2
Brentford East Ward,4.275739,Low,3,2
Hampstead Town Ward,4.27263,Low,3,2
Nine Elms Ward,4.2715764,Low,3,2
Poplar Ward,4.265529,Low,3,2
Hanworth Park Ward,4.2596726,Low,3,2
Kidbrooke Park Ward,4.2180815,Low,3,2
South Ruislip Ward,4.216059,Low,3,2
Hampton North Ward,4.2116213,Low,3,2
Aldborough Ward,4.209668,Low,3,2
Higham Hill Ward,4.194683,Low,3,2
Grange Park Ward,4.1933384,Low,3,2
Hermitage & Gardens Ward,4.1686854,Low,3,2
Fulwell & Hampton Hill Ward,4.1680217,Low,3,2
Hampton Wick & South Teddington Ward,4.158174,Low,3,2
Figge's Marsh Ward,4.1562076,Low,3,2
High Barnet Ward,4.1534214,Low,3,2
Endlebury Ward,4.1448,Low,3,2
South Twickenham Ward,4.0985084,Low,3,2
Alexandra Park Ward,4.088556,Low,3,2
Chadwell Ward,4.0815506,Low,3,2
Raynes Park Ward,4.053605,Low,3,2
Becontree Ward,4.035076,Low,3,2
St. Ann's Ward,4.0342627,Low,3,2
West Twickenham Ward,4.025533,Low,3,2
St. Mary's & St. James Ward,4.003876,Low,3,2
St. Alban's Ward,4.0036902,Low,3,2
Heathfield Ward,4.001849,Low,3,2
St. Helier West Ward,3.9985297,Low,3,2
Yeading Ward,3.9945955,Low,3,2
Hillingdon East Ward,3.9937387,Low,3,2
Chadwell Heath Ward,3.9842298,Low,3,2
Wealdstone North Ward,3.9790814,Low,3,2
Mayfield Ward,3.9703178,Low,3,2
Pimlico South Ward,3.969667,Low,3,2
West Hill Ward,3.95658,Low,3,2
Gascoigne Ward,3.9498582,Low,3,2
New Southgate Ward,3.9037519,Low,3,2
Longbridge Ward,3.8899093,Low,3,2
Sanderstead Ward,3.8737957,Low,3,2
Colliers Wood Ward,3.8644083,Low,3,2
Charlton Hornfair Ward,3.861705,Low,3,2
Forest Gate North Ward,3.8440125,Low,3,2
Barnehurst Ward,3.8387218,Low,3,2
Wimbledon Town & Dundonald Ward,3.825806,Low,3,2
Kingston Gate Ward,3.824434,Low,3,2
Surbiton Hill Ward,3.8229373,Low,3,2
Northumberland Heath Ward,3.8176115,Low,3,2
Notting Dale Ward,3.8151834,Low,3,2
Bowes Ward,3.8015277,Low,3,2
Bensham Manor Ward,3.797451,Low,3,2
Wall End Ward,3.795229,Low,3,2
Lady Margaret Ward,3.7937496,Low,3,2
Havering-atte-Bower Ward,3.7931726,Low,3,2
Graveney Ward,3.7903545,Low,3,2
Canons Ward,3.7892752,Low,3,2
Hayes & Coney Hall Ward,3.7867157,Low,3,2
Avonmore Ward,3.7793005,Low,3,2
Norbiton Ward,3.7674465,Low,3,2
Beddington Ward,3.765891,Low,3,2
Wallington North Ward,3.7348099,Low,3,2
Shooters Hill Ward,3.7315633,Low,3,2
Falconwood & Welling Ward,3.7190897,Low,3,2
Marshalls & Rise Park Ward,3.7037077,Low,3,2
Camden Square Ward,3.702878,Low,3,2
Dalgarno Ward,3.6982393,Low,3,2
Centenary Ward,3.64891,Low,3,2
Peckham Rye Ward,3.6417096,Low,3,2
Hainault Ward,3.6366587,Low,3,2
West Thamesmead Ward,3.6348417,Low,3,2
West Wickham Ward,3.622233,Low,3,2
Wanstead Park Ward,3.6184323,Low,3,2
White City Ward,3.578356,Low,3,2
Norland Ward,3.5653644,Low,3,2
Ickenham & South Harefield Ward,3.5604155,Low,3,2
Beam Park Ward,3.558982,Low,3,2
Carshalton Central Ward,3.5377195,Very Low,1,2
Royal Albert Ward,3.5259461,Very Low,1,2
St. Helen's Ward,3.5227623,Very Low,1,2
Highfield Ward,3.5183609,Very Low,1,2
Coombe Hill Ward,3.5172362,Very Low,1,2
Stonecot Ward,3.5016096,Very Low,1,2
Thamesmead Moorings Ward,3.500064,Very Low,1,2
Sutton South Ward,3.488613,Very Low,1,2
Sutton West & East Cheam Ward,3.4768677,Very Low,1,2
Sidcup Ward,3.4700692,Very Low,1,2
Streatham Wells Ward,3.4690511,Very Low,1,2
Champion Hill Ward,3.4499044,Very Low,1,2
Bickley & Sundridge Ward,3.4433794,Very Low,1,2
Pinner Ward,3.4319322,Very Low,1,2
St. Mark's & Seething Wells Ward,3.3956218,Very Low,1,2
Northwood Hills Ward,3.3828912,Very Low,1,2
Whitton Ward,3.3798373,Very Low,1,2
South Beddington & Roundshaw Ward,3.365856,Very Low,1,2
Clementswood Ward,3.3604734,Very Low,1,2
Canbury Gardens Ward,3.3539252,Very Low,1,2
Stamford Hill West Ward,3.3483825,Very Low,1,2
Purley Oaks & Riddlesdown Ward,3.3396733,Very Low,1,2
Middle Park & Horn Park Ward,3.3357828,Very Low,1,2
Norbury Park Ward,3.3125267,Very Low,1,2
Wendell Park Ward,3.3062243,Very Low,1,2
Upper Walthamstow Ward,3.2900035,Very Low,1,2
St. Helier Ward,3.282912,Very Low,1,2
Green Street East Ward,3.2745047,Very Low,1,2
Hale End & Highams Park South Ward,3.2686212,Very Low,1,2
Hillingdon West Ward,3.2584388,Very Low,1,2
Colindale North Ward,3.25492,Very Low,1,2
Eastbrook & Rush Green Ward,3.2365484,Very Low,1,2
Streatham Hill East Ward,3.2091434,Very Low,1,2
Seven Kings Ward,3.2076976,Very Low,1,2
Bounds Green Ward,3.2031324,Very Low,1,2
Hatch Lane & Highams Park North Ward,3.1699655,Very Low,1,2
Beam Ward,3.158423,Very Low,1,2
Heath Ward,3.145997,Very Low,1,2
Wood Street Ward,3.1321356,Very Low,1,2
Farnborough & Crofton Ward,3.120312,Very Low,1,2
Park Hill & Whitgift Ward,3.0912712,Very Low,1,2
Wormholt Ward,3.053566,Very Low,1,2
Gipsy Hill Ward,3.049037,Very Low,1,2
Longthornton Ward,3.0432403,Very Low,1,2
Plaistow Ward,3.0247755,Very Low,1,2
Coulsdon Town Ward,3.020064,Very Low,1,2
Sudbury Ward,2.996869,Very Low,1,2
Preston Ward,2.9948897,Very Low,1,2
Island Gardens Ward,2.9777691,Very Low,1,2
Dulwich Hill Ward,2.975791,Very Low,1,2
Oakwood Ward,2.9739053,Very Low,1,2
Hatch End Ward,2.933229,Very Low,1,2
West Barnes Ward,2.9198723,Very Low,1,2
New Addington South Ward,2.8981442,Very Low,1,2
Hackbridge Ward,2.8714306,Very Low,1,2
Selsdon Vale & Forestdale Ward,2.848203,Very Low,1,2
Blendon & Penhill Ward,2.8348327,Very Low,1,2
Carshalton South & Clockhouse Ward,2.8010442,Very Low,1,2
Newbury Ward,2.7885108,Very Low,1,2
West Harrow Ward,2.780788,Very Low,1,2
Markhouse Ward,2.772347,Very Low,1,2
Merton Park Ward,2.7526195,Very Low,1,2
North Cheam Ward,2.7345502,Very Low,1,2
The Wrythe Ward,2.7239363,Very Low,1,2
Alibon Ward,2.7152479,Very Low,1,2
Pollards Hill Ward,2.701569,Very Low,1,2
Rayners Lane Ward,2.6950366,Very Low,1,2
Eltham Park & Progress Ward,2.649461,Very Low,1,2
Kenton East Ward,2.6408148,Very Low,1,2
Farringdon Without Ward,2.6292748,Very Low,1,2
Chingford Green Ward,2.624205,Very Low,1,2
Cannon Hill Ward,2.6183236,Very Low,1,2
Underhill Ward,2.6024132,Very Low,1,2
Hillside Ward,2.5946014,Very Low,1,2
Alexandra Ward,2.5861819,Very Low,1,2
Cathall Ward,2.5552273,Very Low,1,2
Tudor Ward,2.5319352,Very Low,1,2
Sutton North Ward,2.5307047,Very Low,1,2
Roxbourne Ward,2.5269928,Very Low,1,2
St. Helier East Ward,2.51969,Very Low,1,2
Lavender Fields Ward,2.4891083,Very Low,1,2
Green Lane & St. James Ward,2.4794447,Very Low,1,2
Tolworth Ward,2.4565196,Very Low,1,2
Ravensbury Ward,2.4196184,Very Low,1,2
"Mottingham, Coldharbour & New Eltham Ward",2.4132063,Very Low,1,2
Shirley South Ward,2.4034896,Very Low,1,2
Worcester Park North Ward,2.3983696,Very Low,1,2
Thames View Ward,2.3952081,Very Low,1,2
Lower Morden Ward,2.38911,Very Low,1,2
Plashet Ward,2.3702319,Very Low,1,2
North Harrow Ward,2.3649855,Very Low,1,2
Charville Ward,2.3649714,Very Low,1,2
Kenley Ward,2.3521693,Very Low,1,2
Darwin Ward,2.3508754,Very Low,1,2
Biggin Hill Ward,2.2937918,Very Low,1,2
Blackfen & Lamorbey Ward,2.2816434,Very Low,1,2
Tokyngton Ward,2.2687354,Very Low,1,2
Monkhams Ward,2.2656922,Very Low,1,2
Motspur Park & Old Malden East Ward,2.2242289,Very Low,1,2
Berrylands Ward,2.2051861,Very Low,1,2
New Addington North Ward,2.19225,Very Low,1,2
Chelsfield Ward,2.1500447,Very Low,1,2
Old Malden Ward,2.1194866,Very Low,1,2
King George's & Sunray Ward,2.1020496,Very Low,1,2
Farringdon Within Ward,2.095754,Very Low,1,2
Cranham Ward,2.088603,Very Low,1,2
Northwick Park Ward,2.0787213,Very Low,1,2
Kenton West Ward,1.940913,Very Low,1,2
Old Coulsdon Ward,1.9386398,Very Low,1,2
Ruislip Manor Ward,1.8181843,Very Low,1,2
Emerson Park Ward,1.7170815,Very Low,1,2
Hook & Chessington North Ward,1.6846495,Very Low,1,2
Chessington South & Malden Rushett Ward,1.6548958,Very Low,1,2
Longlands Ward,1.6033599,Very Low,1,2
Worcester Park South Ward,1.5413779,Very Low,1,2
Tower Ward,1.5102087,Very Low,1,2
Hacton Ward,1.4543833,Very Low,1,2
Harefield Village Ward,1.4345442,Very Low,1,2
Langbourn Ward,1.1716528,Very Low,1,2
Castle Baynard Ward,1.1617868,Very Low,1,2
Bishopsgate Ward,1.0913855,Very Low,1,2
Cornhill Ward,0.855468,Very Low,1,2
Coleman Street Ward,0.81182545,Very Low,1,2
Vintry Ward,0.73249364,Very Low,1,2
Aldgate Ward,0.7292043,Very Low,1,2
Cordwainer Ward,0.6835666,Very Low,1,2
Cripplegate Ward,0.6057641,Very Low,1,2
Cheap Ward,0.59611094,Very Low,1,2
Aldersgate Ward,0.5035618,Very Low,1,2
Billingsgate Ward,0.48696682,Very Low,1,2
Bassishaw Ward,0.436697,Very Low,1,2
Bread Street Ward,0.43205023,Very Low,1,2
Portsoken Ward,0.39688113,Very Low,1,2
Queenhithe Ward,0.38300416,Very Low,1,2
Broad Street Ward,0.37191454,Very Low,1,2
Candlewick Ward,0.3607786,Very Low,1,2
Dowgate Ward,0.35677847,Very Low,1,2
Lime Street Ward,0.33381635,Very Low,1,2
Walbrook Ward,0.33381635,Very Low,1,2
Kilburn Ward,48.11389,Very High,18,3
West End Ward,47.65785,Very High,18,3
Lea Bridge Ward,43.970264,Very High,18,3
Regent's Park Ward,32.83097,Very High,18,3
Highgate Ward,32.381016,Very High,18,3
Village Ward,30.369736,Very High,18,3
Marylebone Ward,28.740435,Very High,18,3
Edgware Ward,27.181473,Very High,18,3
St. James's Ward,26.887877,Very High,18,3
Bloomsbury Ward,23.126062,Very High,17,3
Holborn & Covent Garden Ward,22.252192,Very High,17,3
Hoxton East & Shoreditch Ward,19.286425,Very High,17,3
Woodside Ward,17.31938,Very High,17,3
Wandle Ward,16.915031,Very High,17,3
London Fields Ward,16.660023,Very High,17,3
Childs Hill Ward,16.451174,Very High,17,3
Spitalfields & Banglatown Ward,16.446945,Very High,17,3
Hyde Park Ward,15.355292,Very High,17,3
Deptford Ward,15.249017,Very High,17,3
Bethnal Green West Ward,15.176509,Very High,17,3
Borough & Bankside Ward,15.104413,Very High,17,3
Stratford Olympic Park Ward,14.594162,Very High,17,3
Abbey Ward,14.570215,Very High,17,3
South Bermondsey Ward,14.28633,Very High,17,3
Weavers Ward,13.782133,Very High,17,3
London Bridge & West Bermondsey Ward,13.7276745,Very High,17,3
Fairfield Ward,13.586521,Very High,17,3
Belmont Ward,13.560979,Very High,17,3
Bow East Ward,13.088398,Very High,17,3
Hendon Ward,12.833202,Very High,17,3
Clapham Town Ward,12.781129,Very High,17,3
Dollis Hill Ward,12.778961,Very High,17,3
Bethnal Green East Ward,12.741554,Very High,17,3
Wandsworth Town Ward,12.740022,Very High,17,3
Whitechapel Ward,12.732962,Very High,17,3
Rye Lane Ward,12.678307,Very High,17,3
Brockley Ward,12.656399,Very High,17,3
Bayswater Ward,12.638726,Very High,17,3
Edmonton Green Ward,12.484331,Very High,17,3
North Walworth Ward,12.4092,Very High,17,3
Rushey Green Ward,12.257175,Very High,17,3
Lancaster Gate Ward,12.198989,Very High,17,3
Bridge Ward,11.883308,Very High,17,3
Stonebridge Ward,11.822491,Very High,17,3
Harlesden & Kensal Green Ward,11.764961,Very High,17,3
Brimsdown Ward,11.379215,Very High,17,3
North Acton Ward,11.37364,Very High,17,3
Dalston Ward,11.228011,Very High,17,3
Junction Ward,11.1675205,Very High,17,3
Haggerston Ward,11.031806,Very High,17,3
Brondesbury Park Ward,10.982209,Very High,17,3
Homerton Ward,10.972015,Very High,17,3
Cricklewood & Mapesbury Ward,10.701368,Very High,17,3
Hillrise Ward,10.678512,Very High,17,3
Queens Park Ward,10.673279,Very High,17,3
Brixton Acre Lane Ward,10.583031,Very High,17,3
Hackney Downs Ward,10.58292,Very High,17,3
Uxbridge Ward,10.554382,Very High,17,3
Chiswick Gunnersbury Ward,10.529401,Very High,17,3
Bunhill Ward,10.475047,Very High,17,3
Balham Ward,10.398766,Very High,17,3
Lansbury Ward,10.361895,Very High,17,3
Hackney Central Ward,10.251964,Very High,17,3
Mile End Ward,10.237773,Very High,17,3
Upper Edmonton Ward,10.196567,Very High,17,3
Brixton North Ward,10.1631975,Very High,17,3
Waterloo & South Bank Ward,10.0936,Very High,17,3
Tooting Broadway Ward,10.074263,Very High,17,3
Finsbury Park Ward,10.020218,Very High,17,3
Heathrow Villages Ward,10.018811,Very High,17,3
Broad Green Ward,9.932687,Very High,17,3
East Acton Ward,9.895236,Very High,17,3
Hayes Town Ward,9.867954,Very High,17,3
Sydenham Ward,9.859954,Very High,17,3
Enfield Lock Ward,9.809952,Very High,17,3
Cricklewood Ward,9.761102,Very High,17,3
Stratford Ward,9.697014,Very High,17,3
Town Ward,9.675388,Very High,17,3
Clerkenwell Ward,9.600601,Very High,17,3
Burnt Oak Ward,9.568896,Very High,17,3
North Bermondsey Ward,9.564546,Very High,17,3
Hither Green Ward,9.558333,Very High,17,3
Abbey Road Ward,9.5458555,Very High,17,3
Bruce Castle Ward,9.463656,Very High,17,3
Canary Wharf Ward,9.445334,Very High,17,3
Church Street Ward,9.43829,Very High,17,3
Ilford Town Ward,9.408546,Very High,17,3
Streatham St. Leonard's Ward,9.380817,Very High,17,3
South Richmond Ward,9.367907,Very High,17,3
Crouch End Ward,9.349662,Very High,17,3
Brompton & Hans Town Ward,9.337511,Very High,17,3
Chaucer Ward,9.314709,Very High,17,3
Hanger Hill Ward,9.307329,Very High,17,3
Penge & Cator Ward,9.273875,Very High,17,3
Willesden Green Ward,9.246715,Very High,17,3
Battersea Park Ward,9.226545,Very High,17,3
Camden Town Ward,9.215674,Very High,17,3
Knightsbridge & Belgravia Ward,9.2143755,Very High,17,3
Chiswick Homefields Ward,9.203344,Very High,17,3
Norwood Green Ward,9.170154,Very High,17,3
East Ham Ward,9.161577,Very High,17,3
Campden Ward,9.147018,Very High,17,3
Stoke Newington Ward,9.095192,Very High,17,3
Noel Park Ward,9.091326,Very High,17,3
South Acton Ward,8.993376,Very High,17,3
West Finchley Ward,8.92127,Very High,17,3
Colville Ward,8.847112,Very High,17,3
Hackney Wick Ward,8.840285,Very High,17,3
Old Kent Road Ward,8.825869,Very High,17,3
College Park & Old Oak Ward,8.758142,Very High,17,3
Greenwich Peninsula Ward,8.751886,Very High,17,3
Victoria Ward,8.751142,Very High,17,3
Roundwood Ward,8.734103,Very High,17,3
Ladywell Ward,8.72747,Very High,17,3
Waddon Ward,8.718316,Very High,17,3
Gooshays Ward,8.618793,Very High,17,3
Lower Edmonton Ward,8.604466,Very High,17,3
Heaton Ward,8.522365,Very High,17,3
St. Giles Ward,8.513878,Very High,17,3
Herne Hill & Loughborough Junction Ward,8.511822,Very High,17,3
Lavender Ward,8.483463,Very High,17,3
Forest Gate South Ward,8.471257,Very High,17,3
St. Peter's & Canalside Ward,8.449915,Very High,17,3
Greenwich Park Ward,8.397844,Very High,17,3
St. Paul's Cray Ward,8.384826,Very High,17,3
Woolwich Arsenal Ward,8.36369,Very High,17,3
Tottenham Central Ward,8.299411,Very High,17,3
Little Venice Ward,8.295635,Very High,17,3
Tollington Ward,8.280183,Very High,17,3
Pinkwell Ward,8.256046,Very High,17,3
West Thornton Ward,8.254274,Very High,17,3
Finchley Church End Ward,8.248988,Very High,17,3
Addiscombe West Ward,8.2318535,Very High,17,3
Earl's Court Ward,8.197937,Very High,17,3
South Hampstead Ward,8.13266,Very High,17,3
Palmers Green Ward,8.1098585,Very High,17,3
King's Cross Ward,8.104481,Very High,17,3
Harringay Ward,8.094863,Very High,17,3
Haselbury Ward,8.09353,Very High,17,3
Osterley & Spring Grove Ward,8.0721445,High,9,3
Purley & Woodcote Ward,8.068772,High,9,3
West Hendon Ward,8.034538,High,9,3
Bromley Town Ward,8.009902,High,9,3
Heston West Ward,7.9839106,High,9,3
Redcliffe Ward,7.978036,High,9,3
East Greenwich Ward,7.9575167,High,9,3
Ponders End Ward,7.9464374,High,9,3
Royal Victoria Ward,7.945977,High,9,3
Nunhead & Queen's Road Ward,7.94089,High,9,3
Shaftesbury & Queenstown Ward,7.928992,High,9,3
West Putney Ward,7.9157233,High,9,3
Southall Green Ward,7.8948145,High,9,3
Whitewebbs Ward,7.8665595,High,9,3
Ealing Common Ward,7.8423963,High,9,3
Hornsey Ward,7.8322678,High,9,3
Holloway Ward,7.8299165,High,9,3
Mildmay Ward,7.7582793,High,9,3
Northumberland Park Ward,7.7313495,High,9,3
Courtfield Ward,7.7232475,High,9,3
Peckham Ward,7.72079,High,9,3
Maida Vale Ward,7.706831,High,9,3
Woolwich Common Ward,7.6995125,High,9,3
Vauxhall Ward,7.6483183,High,9,3
Hounslow West Ward,7.627202,High,9,3
Perry Vale Ward,7.599478,High,9,3
Brixton Windrush Ward,7.5961204,High,9,3
Bow West Ward,7.574871,High,9,3
Catford South Ward,7.5625906,High,9,3
East Putney Ward,7.4760427,High,9,3
Friern Barnet Ward,7.457224,High,9,3
St. Mary's Ward,7.4522886,High,9,3
Plumstead & Glyndon Ward,7.4178743,High,9,3
Custom House Ward,7.414337,High,9,3
Bedfont Ward,7.4128795,High,9,3
Plaistow West & Canning Town East Ward,7.409486,High,9,3
Leyton Ward,7.392929,High,9,3
Blackheath Ward,7.3563867,High,9,3
Kingston Town Ward,7.3506618,High,9,3
Selhurst Ward,7.299746,High,9,3
South Woodford Ward,7.2844753,High,9,3
Bromley North Ward,7.278455,High,9,3
Jubilee Ward,7.2390733,High,9,3
Westbourne Ward,7.235775,High,9,3
Harrow Road Ward,7.2260795,High,9,3
West Hampstead Ward,7.201119,High,9,3
Haverstock Ward,7.1816325,High,9,3
St. Mary's & St. James' Ward,7.1667814,High,9,3
Golborne Ward,7.1659255,High,9,3
Syon & Brentford Lock Ward,7.158985,High,9,3
Thamesfield Ward,7.154737,High,9,3
Crofton Park Ward,7.1323156,High,9,3
Tottenham Hale Ward,7.0817394,High,9,3
Belvedere Ward,7.061812,High,9,3
Falconbrook Ward,7.059513,High,9,3
Cranford Ward,7.052169,High,9,3
Camberwell Green Ward,7.0469913,High,9,3
Blackwall & Cubitt Town Ward,7.0398655,High,9,3
Plaistow South Ward,7.0081134,High,9,3
Roxeth Ward,6.952077,High,9,3
South Tottenham Ward,6.9508286,High,9,3
Hounslow Central Ward,6.949572,High,9,3
Hanwell Broadway Ward,6.9363027,High,9,3
Ealing Broadway Ward,6.9048395,High,9,3
Canonbury Ward,6.8678503,High,9,3
Hoe Street Ward,6.866215,High,9,3
Fortune Green Ward,6.856246,High,9,3
St. Mary Cray Ward,6.827432,High,9,3
Bromley South Ward,6.816198,High,9,3
Springfield Ward,6.7884164,High,9,3
Hoxton West Ward,6.777339,High,9,3
Southfield Ward,6.748792,High,9,3
Hanworth Village Ward,6.702786,High,9,3
Beckton Ward,6.7013373,High,9,3
Wood End Ward,6.699131,High,9,3
Clissold Ward,6.678509,High,9,3
East Sheen Ward,6.668822,High,9,3
Welsh Harp Ward,6.6597967,High,9,3
Colindale South Ward,6.647653,High,9,3
Gospel Oak Ward,6.6382303,High,9,3
Knight's Hill Ward,6.627563,High,9,3
Perivale Ward,6.6107,High,9,3
St. Katharine's & Wapping Ward,6.591275,High,9,3
Faraday Ward,6.5821657,High,9,3
Bush Hill Park Ward,6.5757637,High,9,3
Brunswick Park Ward,6.5626354,High,9,3
Northolt Mandeville Ward,6.536992,High,9,3
Goodmayes Ward,6.525464,High,9,3
Shepherd's Bush Green Ward,6.5213976,High,9,3
Woodberry Down Ward,6.519746,High,9,3
Barnet Vale Ward,6.487339,High,9,3
St. Pancras & Somers Town Ward,6.4754896,High,9,3
Pitshanger Ward,6.436114,High,9,3
Evelyn Ward,6.4308023,High,9,3
Valley Ward,6.4260902,High,9,3
Tooting Bec Ward,6.4126153,High,9,3
Woodhouse Ward,6.3773937,High,9,3
Telegraph Hill Ward,6.3602858,High,9,3
Boleyn Ward,6.3572125,High,9,3
Oval Ward,6.356357,High,9,3
Crystal Palace & Anerley Ward,6.350802,High,9,3
Stanley Ward,6.344809,High,9,3
Streatham Hill West & Thornton Ward,6.344056,High,9,3
Hammersmith Broadway Ward,6.326151,High,9,3
Totteridge & Woodside Ward,6.3247275,High,9,3
Coningham Ward,6.298453,High,9,3
Lee Green Ward,6.2812977,High,9,3
Pembridge Ward,6.280341,High,9,3
Kennington Ward,6.2798376,High,9,3
De Beauvoir Ward,6.276263,High,9,3
St. Dunstan's Ward,6.2611012,High,9,3
Brixton Rush Common Ward,6.2498875,High,9,3
Northbury Ward,6.2410626,High,9,3
Heston East Ward,6.2409725,High,9,3
Heston Central Ward,6.2340097,High,9,3
Kentish Town South Ward,6.2209806,High,9,3
Barnsbury Ward,6.217637,High,9,3
St. James Ward,6.2155333,High,9,3
Shacklewell Ward,6.2146716,High,9,3
Arsenal Ward,6.2139606,High,9,3
Stockwell West & Larkhall Ward,6.1927853,High,9,3
White Hart Lane Ward,6.1885223,High,9,3
Wandsworth Common Ward,6.181428,High,9,3
Tufnell Park Ward,6.1814275,High,9,3
Fulham Reach Ward,6.180915,High,9,3
Goose Green Ward,6.174659,High,9,3
Stroud Green Ward,6.1724,High,9,3
Holland Ward,6.1459594,High,9,3
High Street Ward,6.1434283,High,9,3
Cann Hall Ward,6.091085,High,9,3
Feltham North Ward,6.0878906,High,9,3
Mill Hill Ward,6.0863934,High,9,3
Queensbury Ward,6.0456944,High,9,3
Belsize Ward,6.0405097,High,9,3
West Green Ward,6.0396857,High,9,3
Highbury Ward,6.0201163,High,9,3
East Finchley Ward,6.0069594,High,9,3
Golders Green Ward,5.990928,High,9,3
Stanmore Ward,5.9427075,Medium,6,3
Munster Ward,5.9243517,Medium,6,3
Thornton Heath Ward,5.918024,Medium,6,3
Petts Wood & Knoll Ward,5.9102793,Medium,6,3
Harrow Weald Ward,5.908988,Medium,6,3
Greenford Broadway Ward,5.890246,Medium,6,3
Limehouse Ward,5.8883386,Medium,6,3
Plumstead Common Ward,5.875471,Medium,6,3
Orpington Ward,5.873574,Medium,6,3
Chapel End Ward,5.8693943,Medium,6,3
Bellingham Ward,5.858322,Medium,6,3
Clapham Park Ward,5.847048,Medium,6,3
Mortlake & Barnes Common Ward,5.8464146,Medium,6,3
North Hanwell Ward,5.8201485,Medium,6,3
North Richmond Ward,5.8145704,Medium,6,3
Rush Green & Crowlands Ward,5.803051,Medium,6,3
Greenhill Ward,5.7681565,Medium,6,3
Vincent Square Ward,5.762785,Medium,6,3
Blackheath Westcombe Ward,5.7608805,Medium,6,3
South Croydon Ward,5.7489157,Medium,6,3
Palace & Hurlingham Ward,5.729802,Medium,6,3
West Ham Ward,5.7157807,Medium,6,3
Trinity Ward,5.7107034,Medium,6,3
Streatham Common & Vale Ward,5.695052,Medium,6,3
Dulwich Wood Ward,5.694824,Medium,6,3
Barnhill Ward,5.694113,Medium,6,3
New Cross Gate Ward,5.692358,Medium,6,3
Marlborough Ward,5.664941,Medium,6,3
Garden Suburb Ward,5.6633177,Medium,6,3
Pimlico North Ward,5.652269,Medium,6,3
Laycock Ward,5.649671,Medium,6,3
Barking Riverside Ward,5.6389165,Medium,6,3
Belmore Ward,5.637175,Medium,6,3
Plaistow North Ward,5.614846,Medium,6,3
Myatt's Fields Ward,5.6146474,Medium,6,3
Surrey Docks Ward,5.6105037,Medium,6,3
Bromley Common & Holwood Ward,5.6047215,Medium,6,3
Whalebone Ward,5.599953,Medium,6,3
Feltham West Ward,5.5924788,Medium,6,3
Forest Hill Ward,5.583234,Medium,6,3
South Norwood Ward,5.553921,Medium,6,3
Hounslow Heath Ward,5.5471187,Medium,6,3
Wimbledon Park Ward,5.5464754,Medium,6,3
King's Park Ward,5.5410233,Medium,6,3
Greenwich Creekside Ward,5.4916754,Medium,6,3
Queen's Park Ward,5.490232,Medium,6,3
Wanstead Village Ward,5.4847326,Medium,6,3
Walpole Ward,5.4753556,Medium,6,3
Caledonian Ward,5.471961,Medium,6,3
Northolt West End Ward,5.4505725,Medium,6,3
Clapham Common & Abbeville Ward,5.4408984,Medium,6,3
Clock House Ward,5.412545,Medium,6,3
St. Margarets & North Twickenham Ward,5.411197,Medium,6,3
Southbury Ward,5.397001,Medium,6,3
East Barnet Ward,5.395659,Medium,6,3
Canning Town South Ward,5.3908973,Medium,6,3
Rainham & Wennington Ward,5.3755536,Medium,6,3
St. Andrew's Ward,5.3597994,Medium,6,3
Abingdon Ward,5.359637,Medium,6,3
Eastbury Ward,5.3563533,Medium,6,3
Kentish Town North Ward,5.350423,Medium,6,3
Arnos Grove Ward,5.3233123,Medium,6,3
Carterhatch Ward,5.322483,Medium,6,3
Loxford Ward,5.322457,Medium,6,3
Harold Wood Ward,5.2945404,Medium,6,3
Roehampton Ward,5.293558,Medium,6,3
Canning Town North Ward,5.291608,Medium,6,3
Royal Hospital Ward,5.2868366,Medium,6,3
Valentines Ward,5.286258,Medium,6,3
Northfield Ward,5.2833667,Medium,6,3
Colham & Cowley Ward,5.272725,Medium,6,3
Fortis Green Ward,5.2613363,Medium,6,3
William Morris Ward,5.258494,Medium,6,3
St. George's Ward,5.2584043,Medium,6,3
Furzedown Ward,5.2565184,Medium,6,3
Wembley Park Ward,5.25281,Medium,6,3
Frognal Ward,5.2486362,Medium,6,3
Selsdon & Addington Village Ward,5.2399774,Medium,6,3
Southgate Ward,5.2379594,Medium,6,3
Beckenham Town & Copers Cope Ward,5.228642,Medium,6,3
Goresbrook Ward,5.2129407,Medium,6,3
Chelsea Riverside Ward,5.209506,Medium,6,3
Addison Ward,5.1964264,Medium,6,3
Maryland Ward,5.18884,Medium,6,3
South Balham Ward,5.187049,Medium,6,3
Bexleyheath Ward,5.1869397,Medium,6,3
Crystal Palace & Upper Norwood Ward,5.184136,Medium,6,3
Hampton Wick & South Teddington Ward,5.177887,Medium,6,3
Rotherhithe Ward,5.1723976,Medium,6,3
Erith Ward,5.1596856,Medium,6,3
New Malden Village Ward,5.1558948,Medium,6,3
Eltham Town & Avery Hill Ward,5.1268277,Medium,6,3
Grove Green Ward,5.1264224,Medium,6,3
Little Ilford Ward,5.121742,Medium,6,3
Edgwarebury Ward,5.1092296,Medium,6,3
Downham Ward,5.102013,Medium,6,3
Barnes Ward,5.072715,Medium,6,3
Sands End Ward,5.066818,Medium,6,3
Addiscombe East Ward,5.0662518,Medium,6,3
Wembley Hill Ward,5.0606546,Medium,6,3
