ward_name,month_num,predicted_burglaries,actual_burglaries
Abbey Road Ward,1,9.820608,16.0
Abbey Road Ward,2,9.003001,9.0
Abbey Road Ward,3,9.019507,12.0
Abbey Road Ward,4,8.303831,8.0
Abbey Road Ward,5,8.303831,5.0
Abbey Road Ward,6,8.303831,7.0
Abbey Road Ward,7,8.354776,9.0
Abbey Road Ward,8,8.4732485,9.0
Abbey Road Ward,9,8.504121,8.0
Abbey Road Ward,10,9.027803,8.0
Abbey Road Ward,11,9.03001,6.0
Abbey Road Ward,12,9.002875,10.0
Abbey Ward,1,19.052912,24.0
Abbey Ward,2,17.09989,10.0
Abbey Ward,3,16.989855,32.0
Abbey Ward,4,14.5348215,28.0
Abbey Ward,5,14.473196,16.0
Abbey Ward,6,14.473196,10.0
Abbey Ward,7,14.802746,14.0
Abbey Ward,8,15.096571,16.0
Abbey Ward,9,15.127443,6.0
Abbey Ward,10,16.148212,14.0
Abbey Ward,11,16.426146,14.0
Abbey Ward,12,16.39901,20.0
Abbey Wood Ward,1,7.8956785,7.0
Abbey Wood Ward,2,7.1039357,4.0
Abbey Wood Ward,3,7.1039357,2.0
Abbey Wood Ward,4,6.035801,12.0
Abbey Wood Ward,5,6.035801,13.0
Abbey Wood Ward,6,6.035801,7.0
Abbey Wood Ward,7,6.0720124,6.0
Abbey Wood Ward,8,6.1670117,13.0
Abbey Wood Ward,9,6.1670117,12.0
Abbey Wood Ward,10,6.8695984,7.0
Abbey Wood Ward,11,6.9955406,3.0
Abbey Wood Ward,12,6.968406,5.0
Abingdon Ward,1,7.5388308,2.0
Abingdon Ward,2,6.999285,5.0
Abingdon Ward,3,7.015792,5.0
Abingdon Ward,4,6.5229135,4.0
Abingdon Ward,5,6.5229135,1.0
Abingdon Ward,6,6.5229135,7.0
Abingdon Ward,7,6.579137,6.0
Abingdon Ward,8,6.6976085,4.0
Abingdon Ward,9,6.72848,6.0
Abingdon Ward,10,6.8659334,9.0
Abingdon Ward,11,6.7733064,10.0
Abingdon Ward,12,6.773848,4.0
Addiscombe East Ward,1,5.8649716,3.0
Addiscombe East Ward,2,5.4222035,11.0
Addiscombe East Ward,3,5.4222035,16.0
Addiscombe East Ward,4,4.587317,5.0
Addiscombe East Ward,5,4.587317,1.0
Addiscombe East Ward,6,4.587317,6.0
Addiscombe East Ward,8,4.7332344,2.0
Addiscombe East Ward,9,4.764106,4.0
Addiscombe East Ward,10,5.1719055,1.0
Addiscombe East Ward,11,5.3141375,1.0
Addiscombe East Ward,12,5.287003,5.0
Addiscombe West Ward,1,7.324847,9.0
Addiscombe West Ward,2,6.929214,10.0
Addiscombe West Ward,3,6.9457207,8.0
Addiscombe West Ward,4,6.7084975,9.0
Addiscombe West Ward,5,6.7084975,6.0
Addiscombe West Ward,6,6.7084975,10.0
Addiscombe West Ward,7,6.7628736,5.0
Addiscombe West Ward,8,6.8740463,3.0
Addiscombe West Ward,9,6.8740463,13.0
Addiscombe West Ward,10,7.101953,8.0
Addiscombe West Ward,11,7.094654,7.0
Addiscombe West Ward,12,7.0675197,10.0
Addison Ward,1,5.7394376,4.0
Addison Ward,2,5.4966464,8.0
Addison Ward,3,5.513153,10.0
Addison Ward,4,5.374807,4.0
Addison Ward,5,5.374807,3.0
Addison Ward,6,5.374807,5.0
Addison Ward,7,5.441377,9.0
Addison Ward,8,5.5598493,4.0
Addison Ward,9,5.5907207,5.0
Addison Ward,10,5.605706,5.0
Addison Ward,11,5.534448,8.0
Addison Ward,12,5.53499,18.0
Aldborough Ward,1,8.570156,4.0
Aldborough Ward,2,7.9472036,10.0
Aldborough Ward,3,7.9472036,8.0
Aldborough Ward,4,7.1003556,7.0
Aldborough Ward,5,7.1003556,7.0
Aldborough Ward,6,7.1003556,5.0
Aldborough Ward,7,7.1278014,5.0
Aldborough Ward,8,7.246273,9.0
Aldborough Ward,9,7.2771444,5.0
Aldborough Ward,10,7.9350853,4.0
Aldborough Ward,11,8.053911,6.0
Aldborough Ward,12,8.026776,5.0
Aldersgate Ward,3,2.1420145,2.0
Aldersgate Ward,4,1.4174525,1.0
Aldersgate Ward,5,1.4174525,5.0
Aldersgate Ward,7,1.4683979,1.0
Aldersgate Ward,10,1.4651846,1.0
Aldersgate Ward,11,1.4330386,1.0
Aldgate Ward,3,2.8218553,1.0
Aldgate Ward,4,2.512626,1.0
Aldgate Ward,5,2.512626,1.0
Aldgate Ward,7,2.5688493,2.0
Aldgate Ward,8,2.6873212,1.0
Aldgate Ward,9,2.7181923,1.0
Aldgate Ward,12,2.5308306,5.0
Alexandra Park Ward,1,6.749337,6.0
Alexandra Park Ward,2,6.1413603,2.0
Alexandra Park Ward,3,6.157867,3.0
Alexandra Park Ward,4,5.308088,5.0
Alexandra Park Ward,5,5.308088,5.0
Alexandra Park Ward,6,5.308088,4.0
Alexandra Park Ward,7,5.3590336,3.0
Alexandra Park Ward,8,5.477505,2.0
Alexandra Park Ward,9,5.5083766,2.0
Alexandra Park Ward,10,6.179042,13.0
Alexandra Park Ward,11,6.2174816,3.0
Alexandra Park Ward,12,6.2180233,7.0
Alexandra Ward,1,4.8115473,2.0
Alexandra Ward,2,4.185614,1.0
Alexandra Ward,3,4.13532,2.0
Alexandra Ward,4,2.8777583,3.0
Alexandra Ward,5,2.8777583,2.0
Alexandra Ward,6,2.8777583,2.0
Alexandra Ward,7,2.917398,2.0
Alexandra Ward,8,3.0358698,3.0
Alexandra Ward,9,3.066741,5.0
Alexandra Ward,10,3.7079337,4.0
Alexandra Ward,11,3.8872957,1.0
Alexandra Ward,12,3.8878376,6.0
Alibon Ward,1,4.872484,4.0
Alibon Ward,3,4.2856774,3.0
Alibon Ward,4,3.6029189,2.0
Alibon Ward,5,3.6029189,3.0
Alibon Ward,6,3.6029189,2.0
Alibon Ward,7,3.6235192,4.0
Alibon Ward,8,3.7185175,2.0
Alibon Ward,9,3.7185175,9.0
Alibon Ward,10,4.140159,7.0
Alibon Ward,11,4.1032414,3.0
Alibon Ward,12,4.076107,8.0
Alperton Ward,1,6.2092423,1.0
Alperton Ward,2,5.585418,7.0
Alperton Ward,3,5.601925,7.0
Alperton Ward,4,4.6612377,4.0
Alperton Ward,5,4.6612377,10.0
Alperton Ward,6,4.6612377,9.0
Alperton Ward,7,4.693144,6.0
Alperton Ward,8,4.8116155,5.0
Alperton Ward,9,4.842487,1.0
Alperton Ward,10,5.628742,3.0
Alperton Ward,11,5.8887563,7.0
Alperton Ward,12,5.861622,8.0
Arnos Grove Ward,1,7.070006,5.0
Arnos Grove Ward,2,6.3057466,3.0
Arnos Grove Ward,3,6.3057466,10.0
Arnos Grove Ward,4,5.44786,4.0
Arnos Grove Ward,5,5.44786,7.0
Arnos Grove Ward,6,5.44786,5.0
Arnos Grove Ward,7,5.4875,12.0
Arnos Grove Ward,8,5.605972,4.0
Arnos Grove Ward,9,5.636843,6.0
Arnos Grove Ward,10,6.197075,12.0
Arnos Grove Ward,11,6.284342,8.0
Arnos Grove Ward,12,6.2848835,5.0
Arsenal Ward,1,9.184398,5.0
Arsenal Ward,2,8.451675,3.0
Arsenal Ward,3,8.468182,7.0
Arsenal Ward,4,8.342715,7.0
Arsenal Ward,5,8.342715,5.0
Arsenal Ward,6,8.342715,3.0
Arsenal Ward,7,8.414562,7.0
Arsenal Ward,8,8.489039,5.0
Arsenal Ward,9,8.489039,15.0
Arsenal Ward,10,8.596551,5.0
Arsenal Ward,11,8.5260105,3.0
Arsenal Ward,12,8.498876,4.0
Avonmore Ward,1,6.682092,4.0
Avonmore Ward,2,6.397036,1.0
Avonmore Ward,3,6.4135427,1.0
Avonmore Ward,4,5.9654927,3.0
Avonmore Ward,5,5.9654927,7.0
Avonmore Ward,6,5.9654927,3.0
Avonmore Ward,7,6.0164385,6.0
Avonmore Ward,8,6.13491,4.0
Avonmore Ward,9,6.1657815,2.0
Avonmore Ward,10,6.3219833,7.0
Avonmore Ward,11,6.365491,6.0
Avonmore Ward,12,6.3660326,5.0
Balham Ward,1,10.859785,15.0
Balham Ward,2,10.534587,12.0
Balham Ward,3,10.761793,14.0
Balham Ward,4,10.000775,15.0
Balham Ward,5,10.000775,11.0
Balham Ward,6,10.000775,13.0
Balham Ward,7,10.040415,15.0
Balham Ward,8,10.158887,18.0
Balham Ward,9,10.189757,13.0
Balham Ward,10,10.662684,13.0
Balham Ward,11,10.618562,15.0
Balham Ward,12,10.619103,10.0
Barking Riverside Ward,1,4.715476,11.0
Barking Riverside Ward,2,4.498911,6.0
Barking Riverside Ward,3,4.498911,7.0
Barking Riverside Ward,4,3.3885787,5.0
Barking Riverside Ward,5,3.3885787,3.0
Barking Riverside Ward,6,3.3885787,6.0
Barking Riverside Ward,7,3.409179,2.0
Barking Riverside Ward,8,3.5276508,4.0
Barking Riverside Ward,9,3.5585222,12.0
Barking Riverside Ward,10,4.2157974,8.0
Barking Riverside Ward,11,4.3893666,6.0
Barking Riverside Ward,12,4.362232,6.0
Barkingside Ward,1,7.8908086,8.0
Barkingside Ward,2,6.9758663,7.0
Barkingside Ward,3,6.9255724,7.0
Barkingside Ward,4,5.498698,8.0
Barkingside Ward,5,5.498698,3.0
Barkingside Ward,6,5.498698,4.0
Barkingside Ward,7,5.5383387,11.0
Barkingside Ward,8,5.65681,15.0
Barkingside Ward,9,5.687681,13.0
Barkingside Ward,10,6.8074026,10.0
Barkingside Ward,11,6.994524,10.0
Barkingside Ward,12,6.9950657,2.0
Barnehurst Ward,1,5.3773584,1.0
Barnehurst Ward,2,4.7140884,7.0
Barnehurst Ward,4,3.2303884,5.0
Barnehurst Ward,5,3.2303884,2.0
Barnehurst Ward,7,3.2509887,1.0
Barnehurst Ward,8,3.3694613,1.0
Barnehurst Ward,9,3.4003327,1.0
Barnehurst Ward,10,4.518867,2.0
Barnehurst Ward,11,4.719653,1.0
Barnes Ward,1,6.367001,16.0
Barnes Ward,2,5.8279133,2.0
Barnes Ward,3,5.8279133,6.0
Barnes Ward,4,5.0023427,4.0
Barnes Ward,5,5.0023427,7.0
Barnes Ward,6,5.0023427,3.0
Barnes Ward,7,5.041983,5.0
Barnes Ward,8,5.1604548,2.0
Barnes Ward,9,5.191326,7.0
Barnes Ward,10,5.34241,11.0
Barnes Ward,11,5.421919,6.0
Barnes Ward,12,5.4224606,6.0
Barnet Vale Ward,1,9.491939,6.0
Barnet Vale Ward,2,8.495635,7.0
Barnet Vale Ward,3,8.445341,4.0
Barnet Vale Ward,4,6.966658,8.0
Barnet Vale Ward,5,6.966658,8.0
Barnet Vale Ward,6,6.966658,3.0
Barnet Vale Ward,7,7.0062985,6.0
Barnet Vale Ward,8,7.1247706,2.0
Barnet Vale Ward,9,7.155642,9.0
Barnet Vale Ward,10,8.275364,12.0
Barnet Vale Ward,11,8.462486,4.0
Barnet Vale Ward,12,8.463028,18.0
Barnhill Ward,1,6.952407,8.0
Barnhill Ward,2,6.373795,8.0
Barnhill Ward,3,6.3235006,9.0
Barnhill Ward,4,4.992223,3.0
Barnhill Ward,5,4.992223,4.0
Barnhill Ward,6,4.992223,5.0
Barnhill Ward,7,5.0196686,3.0
Barnhill Ward,8,5.13814,4.0
Barnhill Ward,10,6.1580777,5.0
Barnhill Ward,11,6.3607593,5.0
Barnhill Ward,12,6.333625,5.0
Barnsbury Ward,1,7.0088353,5.0
Barnsbury Ward,2,6.4668756,13.0
Barnsbury Ward,3,6.483382,7.0
Barnsbury Ward,4,6.171722,5.0
Barnsbury Ward,5,6.171722,1.0
Barnsbury Ward,6,6.171722,6.0
Barnsbury Ward,7,6.226098,8.0
Barnsbury Ward,8,6.3445697,9.0
Barnsbury Ward,9,6.375441,4.0
Barnsbury Ward,10,6.6779075,10.0
Barnsbury Ward,11,6.6390495,4.0
Barnsbury Ward,12,6.611915,7.0
Bassishaw Ward,4,1.4626554,1.0
Bassishaw Ward,10,1.5815891,1.0
Battersea Park Ward,1,8.502683,13.0
Battersea Park Ward,2,8.1270275,11.0
Battersea Park Ward,3,8.143534,11.0
Battersea Park Ward,4,7.6881404,5.0
Battersea Park Ward,5,7.6881404,9.0
Battersea Park Ward,6,7.6881404,8.0
Battersea Park Ward,7,7.744364,12.0
Battersea Park Ward,8,7.8628354,19.0
Battersea Park Ward,9,7.893707,9.0
Battersea Park Ward,10,8.070014,9.0
Battersea Park Ward,11,7.9581637,6.0
Battersea Park Ward,12,7.9587054,10.0
Bayswater Ward,1,15.64306,11.0
Bayswater Ward,2,14.656969,11.0
Bayswater Ward,3,14.673475,13.0
Bayswater Ward,4,14.251971,12.0
Bayswater Ward,5,14.251971,12.0
Bayswater Ward,6,14.251971,18.0
Bayswater Ward,7,14.548523,14.0
Bayswater Ward,8,14.666995,18.0
Bayswater Ward,9,14.697866,19.0
Bayswater Ward,10,15.081832,16.0
Bayswater Ward,11,15.024785,16.0
Bayswater Ward,12,15.025327,25.0
Beam Park Ward,1,4.180765,3.0
Beam Park Ward,2,3.727667,4.0
Beam Park Ward,3,3.727667,4.0
Beam Park Ward,4,3.185954,2.0
Beam Park Ward,5,3.185954,8.0
Beam Park Ward,6,3.185954,6.0
Beam Park Ward,7,3.2065544,3.0
Beam Park Ward,8,3.308853,10.0
Beam Park Ward,9,3.3397243,6.0
Beam Park Ward,10,3.5265887,5.0
Beam Park Ward,11,3.7497818,4.0
Beam Park Ward,12,3.7226474,2.0
Beam Ward,1,6.2704206,1.0
Beam Ward,2,5.617402,2.0
Beam Ward,3,5.617402,6.0
Beam Ward,4,4.76808,5.0
Beam Ward,5,4.76808,1.0
Beam Ward,6,4.76808,3.0
Beam Ward,7,4.788681,1.0
Beam Ward,8,4.9071527,1.0
Beam Ward,9,4.938024,2.0
Beam Ward,10,5.5102053,6.0
Beam Ward,11,5.688254,4.0
Beam Ward,12,5.6611195,6.0
Beckenham Town & Copers Cope Ward,1,8.812533,8.0
Beckenham Town & Copers Cope Ward,2,7.979505,4.0
Beckenham Town & Copers Cope Ward,3,7.929211,14.0
Beckenham Town & Copers Cope Ward,4,6.513627,6.0
Beckenham Town & Copers Cope Ward,5,6.513627,4.0
Beckenham Town & Copers Cope Ward,6,6.513627,8.0
Beckenham Town & Copers Cope Ward,7,6.553267,4.0
Beckenham Town & Copers Cope Ward,8,6.671739,6.0
Beckenham Town & Copers Cope Ward,9,6.7026105,5.0
Beckenham Town & Copers Cope Ward,10,7.7832475,3.0
Beckenham Town & Copers Cope Ward,11,7.970369,6.0
Beckenham Town & Copers Cope Ward,12,7.9709105,16.0
Beckton Ward,1,7.8941054,6.0
Beckton Ward,2,7.139442,6.0
Beckton Ward,3,7.1559486,8.0
Beckton Ward,4,6.5787654,2.0
Beckton Ward,5,6.5787654,9.0
Beckton Ward,6,6.5787654,5.0
Beckton Ward,7,6.6331415,10.0
Beckton Ward,8,6.751613,9.0
Beckton Ward,9,6.7824845,7.0
Beckton Ward,10,7.169389,4.0
Beckton Ward,11,7.32653,11.0
Beckton Ward,12,7.2993956,6.0
Becontree Ward,1,6.4910645,4.0
Becontree Ward,2,5.8030567,1.0
Becontree Ward,3,5.8195634,2.0
Becontree Ward,4,5.3527465,2.0
Becontree Ward,5,5.3527465,1.0
Becontree Ward,7,5.3846526,1.0
Becontree Ward,8,5.479652,5.0
Becontree Ward,9,5.479652,3.0
Becontree Ward,10,5.888461,7.0
Becontree Ward,11,5.9068637,6.0
Becontree Ward,12,5.8797293,4.0
Beddington Ward,1,6.9276547,5.0
Beddington Ward,2,6.3591557,3.0
Beddington Ward,3,6.3591557,5.0
Beddington Ward,4,5.02003,5.0
Beddington Ward,5,5.02003,2.0
Beddington Ward,6,5.02003,3.0
Beddington Ward,7,5.047476,3.0
Beddington Ward,8,5.1659474,4.0
Beddington Ward,9,5.196819,6.0
Beddington Ward,10,6.252494,2.0
Beddington Ward,11,6.4698486,7.0
Beddington Ward,12,6.442714,4.0
Bedfont Ward,1,6.970056,13.0
Bedfont Ward,2,6.2398534,2.0
Bedfont Ward,3,6.2398534,4.0
Bedfont Ward,4,5.38956,10.0
Bedfont Ward,5,5.38956,1.0
Bedfont Ward,6,5.38956,4.0
Bedfont Ward,7,5.410161,3.0
Bedfont Ward,8,5.5124593,4.0
Bedfont Ward,9,5.5433307,4.0
Bedfont Ward,10,6.2732043,5.0
Bedfont Ward,11,6.5515985,5.0
Bedfont Ward,12,6.524464,11.0
Bellingham Ward,1,6.7276874,5.0
Bellingham Ward,2,6.042504,7.0
Bellingham Ward,3,6.042504,4.0
Bellingham Ward,4,5.4536767,1.0
Bellingham Ward,5,5.4536767,3.0
Bellingham Ward,6,5.641558,6.0
Bellingham Ward,7,5.8059807,4.0
Bellingham Ward,8,5.900981,8.0
Bellingham Ward,9,5.900981,2.0
Bellingham Ward,10,6.3178363,5.0
Bellingham Ward,11,6.4822073,2.0
Bellingham Ward,12,6.455073,7.0
Belmont Ward,1,19.61749,14.0
Belmont Ward,2,15.405535,14.0
Belmont Ward,3,14.857405,22.0
Belmont Ward,4,12.292481,12.0
Belmont Ward,5,12.292481,4.0
Belmont Ward,6,12.292481,16.0
Belmont Ward,7,12.428439,12.0
Belmont Ward,8,12.614335,8.0
Belmont Ward,9,12.645207,20.0
Belmont Ward,10,13.511718,28.0
Belmont Ward,11,13.4912615,16.0
Belmont Ward,12,13.464127,10.0
Belmore Ward,1,8.702509,9.0
Belmore Ward,2,7.97059,3.0
Belmore Ward,3,7.97059,9.0
Belmore Ward,4,6.615366,11.0
Belmore Ward,6,6.615366,4.0
Belmore Ward,7,6.635967,3.0
Belmore Ward,8,6.7544384,4.0
Belmore Ward,9,6.78531,6.0
Belmore Ward,10,7.7033634,6.0
Belmore Ward,11,7.8922377,7.0
Belmore Ward,12,7.8651032,15.0
Belsize Ward,1,8.261684,8.0
Belsize Ward,2,7.7326055,11.0
Belsize Ward,3,7.7326055,13.0
Belsize Ward,4,6.9092464,6.0
Belsize Ward,5,6.9092464,8.0
Belsize Ward,6,6.9092464,7.0
Belsize Ward,7,6.948887,16.0
Belsize Ward,8,7.0673585,17.0
Belsize Ward,9,7.09823,8.0
Belsize Ward,10,7.5689573,12.0
Belsize Ward,11,7.585638,4.0
Belsize Ward,12,7.5861797,13.0
Belvedere Ward,1,8.22648,10.0
Belvedere Ward,2,7.611263,11.0
Belvedere Ward,3,7.611263,6.0
Belvedere Ward,4,6.1747,6.0
Belvedere Ward,5,6.1747,5.0
Belvedere Ward,6,6.1747,3.0
Belvedere Ward,7,6.1953006,7.0
Belvedere Ward,8,6.313772,1.0
Belvedere Ward,9,6.3446436,5.0
Belvedere Ward,10,7.262697,3.0
Belvedere Ward,11,7.5673013,6.0
Belvedere Ward,12,7.540167,3.0
Bensham Manor Ward,1,8.817423,4.0
Bensham Manor Ward,2,7.9396634,5.0
Bensham Manor Ward,3,7.956169,6.0
Bensham Manor Ward,4,7.1546435,3.0
Bensham Manor Ward,5,7.1546435,5.0
Bensham Manor Ward,6,7.1546435,11.0
Bensham Manor Ward,7,7.1865497,7.0
Bensham Manor Ward,8,7.305021,7.0
Bensham Manor Ward,9,7.335892,5.0
Bensham Manor Ward,10,7.9368224,6.0
Bensham Manor Ward,11,8.066045,6.0
Bensham Manor Ward,12,8.03891,10.0
Berrylands Ward,3,2.9591093,2.0
Berrylands Ward,4,1.7533514,1.0
Berrylands Ward,5,1.7533514,2.0
Berrylands Ward,6,1.7533514,2.0
Berrylands Ward,8,1.911463,1.0
Berrylands Ward,9,1.9423345,1.0
Berrylands Ward,10,2.5198069,1.0
Berrylands Ward,11,2.678736,4.0
Berrylands Ward,12,2.679278,1.0
Bethnal Green East Ward,1,14.368558,10.0
Bethnal Green East Ward,2,13.269754,10.0
Bethnal Green East Ward,3,13.348591,8.0
Bethnal Green East Ward,4,13.152622,12.0
Bethnal Green East Ward,5,13.152622,13.0
Bethnal Green East Ward,6,13.152622,8.0
Bethnal Green East Ward,7,13.200139,9.0
Bethnal Green East Ward,8,13.311312,12.0
Bethnal Green East Ward,9,13.311312,14.0
Bethnal Green East Ward,10,13.481301,11.0
Bethnal Green East Ward,11,13.429792,16.0
Bethnal Green East Ward,12,13.3119335,21.0
Bethnal Green West Ward,1,17.104946,34.0
Bethnal Green West Ward,2,16.11995,19.0
Bethnal Green West Ward,3,16.198786,9.0
Bethnal Green West Ward,4,16.484692,12.0
Bethnal Green West Ward,5,16.484692,12.0
Bethnal Green West Ward,6,16.484692,19.0
Bethnal Green West Ward,7,16.55468,27.0
Bethnal Green West Ward,8,16.57891,23.0
Bethnal Green West Ward,9,16.57891,21.0
Bethnal Green West Ward,10,16.594252,14.0
Bethnal Green West Ward,11,16.510656,19.0
Bethnal Green West Ward,12,16.392797,13.0
Bexleyheath Ward,1,6.1075544,13.0
Bexleyheath Ward,2,5.4548006,5.0
Bexleyheath Ward,3,5.404506,8.0
Bexleyheath Ward,4,4.0764985,3.0
Bexleyheath Ward,5,4.0764985,3.0
Bexleyheath Ward,6,4.0764985,9.0
Bexleyheath Ward,7,4.1039443,3.0
Bexleyheath Ward,8,4.222416,3.0
Bexleyheath Ward,9,4.2532873,5.0
Bexleyheath Ward,10,5.2884445,8.0
Bexleyheath Ward,11,5.5201745,2.0
Bexleyheath Ward,12,5.49304,6.0
Bickley & Sundridge Ward,1,8.04658,4.0
Bickley & Sundridge Ward,2,7.0875974,9.0
Bickley & Sundridge Ward,3,7.0373025,6.0
Bickley & Sundridge Ward,4,5.456282,4.0
Bickley & Sundridge Ward,5,5.456282,3.0
Bickley & Sundridge Ward,6,5.456282,2.0
Bickley & Sundridge Ward,7,5.4959226,5.0
Bickley & Sundridge Ward,8,5.614394,3.0
Bickley & Sundridge Ward,9,5.6452656,3.0
Bickley & Sundridge Ward,10,6.8077955,4.0
Bickley & Sundridge Ward,11,6.9949164,6.0
Bickley & Sundridge Ward,12,6.995458,18.0
Biggin Hill Ward,1,3.568591,1.0
Biggin Hill Ward,2,3.161498,4.0
Biggin Hill Ward,3,3.1112041,5.0
Biggin Hill Ward,4,1.8813676,2.0
Biggin Hill Ward,5,1.8813676,4.0
Biggin Hill Ward,6,1.8813676,3.0
Biggin Hill Ward,7,1.9088128,5.0
Biggin Hill Ward,8,2.0272844,1.0
Biggin Hill Ward,10,2.7041368,2.0
Biggin Hill Ward,11,2.883501,2.0
Biggin Hill Ward,12,2.8563666,4.0
Billingsgate Ward,1,2.3064349,2.0
Billingsgate Ward,3,2.5663044,1.0
Billingsgate Ward,5,1.9219157,1.0
Billingsgate Ward,6,1.9219157,1.0
Billingsgate Ward,7,1.9728605,1.0
Billingsgate Ward,10,2.164757,1.0
Billingsgate Ward,11,2.0513704,1.0
Bishopsgate Ward,1,2.7144873,3.0
Bishopsgate Ward,2,2.3899097,1.0
Bishopsgate Ward,3,2.4064164,3.0
Bishopsgate Ward,4,2.0971873,2.0
Bishopsgate Ward,5,2.0971873,4.0
Bishopsgate Ward,6,2.0971873,3.0
Bishopsgate Ward,7,2.1534107,1.0
Bishopsgate Ward,8,2.2718823,2.0
Bishopsgate Ward,9,2.3027537,5.0
Bishopsgate Ward,10,2.1898503,4.0
Bishopsgate Ward,11,2.1462014,2.0
Bishopsgate Ward,12,2.1467433,1.0
Blackfen & Lamorbey Ward,1,5.281079,4.0
Blackfen & Lamorbey Ward,2,4.671991,3.0
Blackfen & Lamorbey Ward,3,4.621697,1.0
Blackfen & Lamorbey Ward,4,3.2103264,3.0
Blackfen & Lamorbey Ward,6,3.2103264,1.0
Blackfen & Lamorbey Ward,7,3.2309268,1.0
Blackfen & Lamorbey Ward,8,3.3493984,2.0
Blackfen & Lamorbey Ward,9,3.3802698,3.0
Blackfen & Lamorbey Ward,10,4.325306,4.0
Blackfen & Lamorbey Ward,11,4.5571218,4.0
Blackfen & Lamorbey Ward,12,4.5299873,9.0
Blackheath Ward,1,9.114673,13.0
Blackheath Ward,2,8.696415,10.0
Blackheath Ward,3,8.712921,14.0
Blackheath Ward,4,8.173667,14.0
Blackheath Ward,5,8.173667,12.0
Blackheath Ward,6,8.173667,9.0
Blackheath Ward,7,8.224612,11.0
Blackheath Ward,8,8.343083,15.0
Blackheath Ward,9,8.373953,10.0
Blackheath Ward,10,8.822412,9.0
Blackheath Ward,11,8.823293,7.0
Blackheath Ward,12,8.823834,13.0
Blackheath Westcombe Ward,1,8.692905,8.0
Blackheath Westcombe Ward,2,8.137373,8.0
Blackheath Westcombe Ward,3,8.137373,6.0
Blackheath Westcombe Ward,4,7.320354,2.0
Blackheath Westcombe Ward,5,7.320354,4.0
Blackheath Westcombe Ward,6,7.320354,6.0
Blackheath Westcombe Ward,7,7.3599944,2.0
Blackheath Westcombe Ward,8,7.478466,3.0
Blackheath Westcombe Ward,9,7.5093374,5.0
Blackheath Westcombe Ward,10,8.108728,8.0
Blackheath Westcombe Ward,11,8.19467,11.0
Blackheath Westcombe Ward,12,8.195211,5.0
Blackwall & Cubitt Town Ward,1,6.6242695,9.0
Blackwall & Cubitt Town Ward,2,6.344238,3.0
Blackwall & Cubitt Town Ward,3,6.344238,13.0
Blackwall & Cubitt Town Ward,4,5.778485,7.0
Blackwall & Cubitt Town Ward,5,5.778485,8.0
Blackwall & Cubitt Town Ward,6,5.778485,7.0
Blackwall & Cubitt Town Ward,7,5.8337502,6.0
Blackwall & Cubitt Town Ward,8,5.952222,6.0
Blackwall & Cubitt Town Ward,9,5.9830933,14.0
Blackwall & Cubitt Town Ward,10,6.4798684,11.0
Blackwall & Cubitt Town Ward,11,6.4783697,7.0
Blackwall & Cubitt Town Ward,12,6.4789114,16.0
Blendon & Penhill Ward,1,4.591753,6.0
Blendon & Penhill Ward,2,3.9652371,4.0
Blendon & Penhill Ward,3,3.9149408,2.0
Blendon & Penhill Ward,4,2.6666458,2.0
Blendon & Penhill Ward,5,2.6666458,1.0
Blendon & Penhill Ward,6,2.6666458,1.0
Blendon & Penhill Ward,8,2.812563,3.0
Blendon & Penhill Ward,9,2.8434339,1.0
Blendon & Penhill Ward,10,3.7477474,3.0
Blendon & Penhill Ward,11,3.8779478,6.0
Blendon & Penhill Ward,12,3.8508134,4.0
Bloomsbury Ward,1,27.76186,21.0
Bloomsbury Ward,2,25.777676,16.0
Bloomsbury Ward,3,25.794182,30.0
Bloomsbury Ward,4,24.984673,18.0
Bloomsbury Ward,5,24.984673,35.0
Bloomsbury Ward,6,24.984673,26.0
Bloomsbury Ward,7,25.127481,22.0
Bloomsbury Ward,8,25.313375,21.0
Bloomsbury Ward,9,25.344248,11.0
Bloomsbury Ward,10,25.81333,28.0
Bloomsbury Ward,11,25.537868,30.0
Bloomsbury Ward,12,25.53841,18.0
Boleyn Ward,1,4.7418647,9.0
Boleyn Ward,2,4.2534447,8.0
Boleyn Ward,3,4.2699513,4.0
Boleyn Ward,4,3.5689619,9.0
Boleyn Ward,5,3.5689619,6.0
Boleyn Ward,6,3.5689619,4.0
Boleyn Ward,7,3.600868,5.0
Boleyn Ward,8,3.71934,2.0
Boleyn Ward,9,3.7502115,5.0
Boleyn Ward,10,4.311518,4.0
Boleyn Ward,11,4.4792085,3.0
Boleyn Ward,12,4.452074,8.0
Borough & Bankside Ward,1,15.232509,20.0
Borough & Bankside Ward,2,15.111157,20.0
Borough & Bankside Ward,3,15.321814,18.0
Borough & Bankside Ward,4,15.616068,17.0
Borough & Bankside Ward,5,15.616068,21.0
Borough & Bankside Ward,6,15.616068,16.0
Borough & Bankside Ward,7,15.682638,31.0
Borough & Bankside Ward,8,15.757115,19.0
Borough & Bankside Ward,9,15.757115,21.0
Borough & Bankside Ward,10,15.703153,29.0
Borough & Bankside Ward,11,15.929144,20.0
Borough & Bankside Ward,12,15.929686,22.0
Bounds Green Ward,1,5.975406,4.0
Bounds Green Ward,2,5.77146,1.0
Bounds Green Ward,3,5.7879667,1.0
Bounds Green Ward,4,5.449656,9.0
