ward_name,month_num,predicted_burglaries,actual_burglaries
South Croydon Ward,2,7.819315,4.0
South Croydon Ward,3,7.819315,3.0
South Croydon Ward,4,6.5316153,4.0
South Croydon Ward,5,6.5316153,7.0
South Croydon Ward,6,6.5316153,7.0
South Croydon Ward,7,6.5712557,4.0
South Croydon Ward,8,6.6897273,4.0
South Croydon Ward,9,6.7205987,7.0
South Croydon Ward,10,7.690511,11.0
South Croydon Ward,11,7.806241,8.0
South Croydon Ward,12,7.7791066,18.0
South Hampstead Ward,1,7.8674135,11.0
South Hampstead Ward,2,7.2622437,12.0
South Hampstead Ward,3,7.2622437,12.0
South Hampstead Ward,4,6.36009,13.0
South Hampstead Ward,5,6.36009,5.0
South Hampstead Ward,6,6.36009,9.0
South Hampstead Ward,7,6.39973,5.0
South Hampstead Ward,8,6.518202,15.0
South Hampstead Ward,9,6.549073,10.0
South Hampstead Ward,10,7.2306147,10.0
South Hampstead Ward,11,7.3178816,10.0
South Hampstead Ward,12,7.290747,11.0
South Hornchurch Ward,1,5.8066564,3.0
South Hornchurch Ward,2,5.389972,4.0
South Hornchurch Ward,4,3.9719782,2.0
South Hornchurch Ward,5,3.9719782,1.0
South Hornchurch Ward,6,3.9719782,1.0
South Hornchurch Ward,8,4.0948772,6.0
South Hornchurch Ward,9,4.1257486,1.0
South Hornchurch Ward,10,4.921532,6.0
South Hornchurch Ward,11,5.226136,6.0
South Hornchurch Ward,12,5.199002,5.0
South Norwood Ward,1,9.871507,3.0
South Norwood Ward,2,9.063909,6.0
South Norwood Ward,3,9.080415,1.0
South Norwood Ward,4,8.662466,8.0
South Norwood Ward,5,8.662466,3.0
South Norwood Ward,6,8.662466,3.0
South Norwood Ward,7,8.709983,6.0
South Norwood Ward,8,8.821156,5.0
South Norwood Ward,9,8.821156,8.0
South Norwood Ward,10,9.254523,7.0
South Norwood Ward,11,9.279598,10.0
South Norwood Ward,12,9.252463,6.0
South Richmond Ward,1,7.806465,12.0
South Richmond Ward,2,7.3527145,11.0
South Richmond Ward,3,7.3527145,12.0
South Richmond Ward,4,6.6077304,9.0
South Richmond Ward,5,6.6077304,4.0
South Richmond Ward,6,6.6077304,7.0
South Richmond Ward,7,6.647371,6.0
South Richmond Ward,8,6.7658424,9.0
South Richmond Ward,9,6.796714,5.0
South Richmond Ward,10,7.076762,11.0
South Richmond Ward,11,7.093443,10.0
South Richmond Ward,12,7.0939846,12.0
South Ruislip Ward,1,7.7739663,5.0
South Ruislip Ward,2,6.82986,8.0
South Ruislip Ward,3,6.7795663,7.0
South Ruislip Ward,4,5.4242105,4.0
South Ruislip Ward,5,5.4242105,5.0
South Ruislip Ward,6,5.4242105,1.0
South Ruislip Ward,7,5.4516563,4.0
South Ruislip Ward,8,5.570128,3.0
South Ruislip Ward,9,5.6009994,6.0
South Ruislip Ward,10,6.718229,11.0
South Ruislip Ward,11,6.9499583,10.0
South Ruislip Ward,12,6.922824,4.0
South Tottenham Ward,1,9.215567,11.0
South Tottenham Ward,2,8.433351,3.0
South Tottenham Ward,3,8.449857,5.0
South Tottenham Ward,4,8.19725,8.0
South Tottenham Ward,5,8.19725,5.0
South Tottenham Ward,6,8.19725,10.0
South Tottenham Ward,7,8.248644,7.0
South Tottenham Ward,8,8.264,3.0
South Tottenham Ward,9,8.294873,7.0
South Tottenham Ward,10,8.54116,5.0
South Tottenham Ward,11,8.5453825,9.0
South Tottenham Ward,12,8.518248,6.0
South Twickenham Ward,1,5.3353534,3.0
South Twickenham Ward,2,4.8466005,2.0
South Twickenham Ward,3,4.8466005,8.0
South Twickenham Ward,4,4.1082754,1.0
South Twickenham Ward,6,4.1082754,5.0
South Twickenham Ward,7,4.147916,2.0
South Twickenham Ward,8,4.2663875,2.0
South Twickenham Ward,9,4.297259,2.0
South Twickenham Ward,10,4.478745,4.0
South Twickenham Ward,11,4.5079293,4.0
South Twickenham Ward,12,4.508471,2.0
South Woodford Ward,1,7.460695,12.0
South Woodford Ward,2,7.055736,15.0
South Woodford Ward,3,7.055736,10.0
South Woodford Ward,4,6.3026404,8.0
South Woodford Ward,5,6.3026404,13.0
South Woodford Ward,6,6.3026404,18.0
South Woodford Ward,7,6.342281,13.0
South Woodford Ward,8,6.4607525,8.0
South Woodford Ward,9,6.491624,4.0
South Woodford Ward,10,6.7716722,5.0
South Woodford Ward,11,6.788353,10.0
South Woodford Ward,12,6.7888947,4.0
Southall Broadway Ward,1,5.9931,7.0
Southall Broadway Ward,2,5.4222155,5.0
Southall Broadway Ward,3,5.438722,2.0
Southall Broadway Ward,4,4.855574,8.0
Southall Broadway Ward,5,4.855574,4.0
Southall Broadway Ward,6,4.855574,3.0
Southall Broadway Ward,7,4.876175,3.0
Southall Broadway Ward,8,4.978473,9.0
Southall Broadway Ward,9,5.0093446,8.0
Southall Broadway Ward,10,5.333572,7.0
Southall Broadway Ward,11,5.386497,5.0
Southall Broadway Ward,12,5.3593626,5.0
Southall Green Ward,1,7.1221194,18.0
Southall Green Ward,2,6.286941,13.0
Southall Green Ward,3,6.286941,12.0
Southall Green Ward,4,5.36938,6.0
Southall Green Ward,5,5.36938,10.0
Southall Green Ward,6,5.36938,12.0
Southall Green Ward,7,5.389981,7.0
Southall Green Ward,8,5.492279,8.0
Southall Green Ward,9,5.5231504,4.0
Southall Green Ward,10,6.134953,5.0
Southall Green Ward,11,6.4133472,4.0
Southall Green Ward,12,6.386213,9.0
Southall West Ward,1,3.83376,5.0
Southall West Ward,3,3.290326,2.0
Southall West Ward,4,2.5898895,3.0
Southall West Ward,5,2.5898895,1.0
Southall West Ward,6,2.5898895,2.0
Southall West Ward,7,2.6104898,1.0
Southall West Ward,8,2.7054884,2.0
Southall West Ward,9,2.7054884,3.0
Southall West Ward,10,3.120022,1.0
Southall West Ward,11,3.2273557,3.0
Southall West Ward,12,3.2002213,3.0
Southbury Ward,1,7.7476573,13.0
Southbury Ward,2,6.9831414,2.0
Southbury Ward,3,6.999648,7.0
Southbury Ward,4,6.188513,4.0
Southbury Ward,5,6.188513,5.0
Southbury Ward,6,6.188513,3.0
Southbury Ward,7,6.220419,11.0
Southbury Ward,8,6.3388906,9.0
Southbury Ward,9,6.369762,4.0
Southbury Ward,10,7.045289,2.0
Southbury Ward,11,7.1745105,8.0
Southbury Ward,12,7.147376,7.0
Southfield Ward,1,9.351229,8.0
Southfield Ward,2,8.71946,13.0
Southfield Ward,3,8.735966,6.0
Southfield Ward,4,7.8499312,4.0
Southfield Ward,5,7.8499312,3.0
Southfield Ward,6,7.8499312,5.0
Southfield Ward,7,7.8895717,2.0
Southfield Ward,8,8.008045,2.0
Southfield Ward,9,8.038917,4.0
Southfield Ward,10,8.752394,4.0
Southfield Ward,11,8.790833,3.0
Southfield Ward,12,8.791375,4.0
Southfields Ward,1,5.4513674,2.0
Southfields Ward,2,5.141561,2.0
Southfields Ward,3,5.141561,5.0
Southfields Ward,4,4.4100604,3.0
Southfields Ward,5,4.4100604,1.0
Southfields Ward,6,4.4100604,1.0
Southfields Ward,7,4.449701,3.0
Southfields Ward,8,4.5681725,4.0
Southfields Ward,9,4.599044,3.0
Southfields Ward,10,4.911058,2.0
Southfields Ward,11,4.9087324,4.0
Southfields Ward,12,4.909274,4.0
Southgate Ward,1,7.877944,8.0
Southgate Ward,2,6.9630027,6.0
Southgate Ward,3,6.912708,8.0
Southgate Ward,4,5.4858336,3.0
Southgate Ward,5,5.4858336,5.0
Southgate Ward,6,5.4858336,3.0
Southgate Ward,7,5.525474,8.0
Southgate Ward,8,5.6439457,9.0
Southgate Ward,9,5.674817,10.0
Southgate Ward,10,6.755454,5.0
Southgate Ward,11,6.9604707,11.0
Southgate Ward,12,6.9610124,11.0
Spitalfields & Banglatown Ward,1,12.230603,21.0
Spitalfields & Banglatown Ward,2,11.935355,22.0
Spitalfields & Banglatown Ward,3,11.951861,9.0
Spitalfields & Banglatown Ward,4,11.79375,11.0
Spitalfields & Banglatown Ward,5,11.79375,17.0
Spitalfields & Banglatown Ward,6,11.79375,12.0
Spitalfields & Banglatown Ward,7,12.1059265,12.0
Spitalfields & Banglatown Ward,8,12.217099,16.0
Spitalfields & Banglatown Ward,9,12.217099,22.0
Spitalfields & Banglatown Ward,10,12.205572,23.0
Spitalfields & Banglatown Ward,11,12.06727,29.0
Spitalfields & Banglatown Ward,12,11.962917,15.0
Springfield Ward,1,9.026831,6.0
Springfield Ward,2,8.311879,9.0
Springfield Ward,3,8.328385,8.0
Springfield Ward,4,7.501296,9.0
Springfield Ward,5,7.501296,9.0
Springfield Ward,6,7.501296,2.0
Springfield Ward,7,7.5375075,7.0
Springfield Ward,8,7.632508,13.0
Springfield Ward,9,7.632508,17.0
Springfield Ward,10,8.146363,3.0
Springfield Ward,11,8.130164,7.0
Springfield Ward,12,8.103029,5.0
Squirrels Heath Ward,1,6.757721,5.0
Squirrels Heath Ward,2,6.1384864,4.0
Squirrels Heath Ward,3,6.0881915,5.0
Squirrels Heath Ward,4,4.7089605,4.0
Squirrels Heath Ward,5,4.7089605,4.0
Squirrels Heath Ward,6,4.7089605,1.0
Squirrels Heath Ward,7,4.7364063,5.0
Squirrels Heath Ward,8,4.854878,4.0
Squirrels Heath Ward,9,4.8857493,2.0
Squirrels Heath Ward,10,5.941684,5.0
Squirrels Heath Ward,11,6.142469,5.0
Squirrels Heath Ward,12,6.1153345,6.0
St. Alban's Ward,1,4.3801107,7.0
St. Alban's Ward,2,4.064725,6.0
St. Alban's Ward,3,4.064725,6.0
St. Alban's Ward,4,3.4521286,5.0
St. Alban's Ward,5,3.4521286,5.0
St. Alban's Ward,6,3.4521286,5.0
St. Alban's Ward,7,3.472729,3.0
St. Alban's Ward,8,3.591201,1.0
St. Alban's Ward,9,3.6220725,9.0
St. Alban's Ward,10,3.9373553,3.0
St. Alban's Ward,11,4.026922,2.0
St. Alban's Ward,12,3.999788,3.0
St. Andrew's Ward,1,6.7766795,9.0
St. Andrew's Ward,2,6.185633,4.0
St. Andrew's Ward,3,6.135339,7.0
St. Andrew's Ward,4,4.778287,5.0
St. Andrew's Ward,5,4.760472,3.0
St. Andrew's Ward,6,4.760472,2.0
St. Andrew's Ward,7,4.7810726,5.0
St. Andrew's Ward,8,4.8995442,4.0
St. Andrew's Ward,9,4.9304156,3.0
St. Andrew's Ward,10,5.9969797,6.0
St. Andrew's Ward,11,6.1977654,4.0
St. Ann's Ward,1,6.4744015,4.0
St. Ann's Ward,2,5.9083076,5.0
St. Ann's Ward,3,5.924814,4.0
St. Ann's Ward,4,5.322544,5.0
St. Ann's Ward,5,5.322544,6.0
St. Ann's Ward,6,5.322544,3.0
St. Ann's Ward,7,5.35445,7.0
St. Ann's Ward,8,5.472922,5.0
St. Ann's Ward,9,5.5037932,3.0
St. Ann's Ward,10,5.9106693,3.0
St. Ann's Ward,11,6.039891,4.0
St. Ann's Ward,12,6.0127563,6.0
St. Dunstan's Ward,1,6.777039,9.0
St. Dunstan's Ward,2,6.292412,6.0
St. Dunstan's Ward,3,6.3089185,9.0
St. Dunstan's Ward,4,5.937168,8.0
St. Dunstan's Ward,5,5.937168,5.0
St. Dunstan's Ward,6,5.937168,5.0
St. Dunstan's Ward,7,5.9690742,8.0
St. Dunstan's Ward,8,6.080247,7.0
St. Dunstan's Ward,9,6.080247,10.0
St. Dunstan's Ward,10,6.377761,13.0
St. Dunstan's Ward,11,6.3576946,10.0
St. Dunstan's Ward,12,6.33056,10.0
St. Edward's Ward,1,6.0992155,8.0
St. Edward's Ward,2,5.727815,9.0
St. Edward's Ward,3,5.727815,6.0
St. Edward's Ward,4,4.39462,8.0
St. Edward's Ward,5,4.39462,10.0
St. Edward's Ward,6,4.39462,11.0
St. Edward's Ward,7,4.4152207,9.0
St. Edward's Ward,8,4.5336924,7.0
St. Edward's Ward,9,4.5645638,8.0
St. Edward's Ward,10,5.5172496,10.0
St. Edward's Ward,11,5.688229,8.0
St. Edward's Ward,12,5.6610947,7.0
St. George's Ward,1,5.900954,2.0
St. George's Ward,2,5.652337,5.0
St. George's Ward,3,5.6688437,2.0
St. George's Ward,4,5.7824655,7.0
St. George's Ward,5,5.7824655,6.0
St. George's Ward,6,5.7824655,5.0
St. George's Ward,7,5.9408956,4.0
St. George's Ward,8,6.0325484,1.0
St. George's Ward,9,6.0325484,7.0
St. George's Ward,10,5.8955216,11.0
St. George's Ward,11,5.6619053,10.0
St. George's Ward,12,5.634771,5.0
St. Giles Ward,1,10.174222,13.0
St. Giles Ward,2,9.498721,3.0
St. Giles Ward,3,9.515227,10.0
St. Giles Ward,4,9.236221,15.0
St. Giles Ward,5,9.236221,17.0
St. Giles Ward,6,9.236221,12.0
St. Giles Ward,7,9.306208,4.0
St. Giles Ward,8,9.380685,5.0
St. Giles Ward,9,9.380685,4.0
St. Giles Ward,10,9.675385,9.0
St. Giles Ward,11,9.668875,9.0
St. Giles Ward,12,9.64174,13.0
St. Helen's Ward,1,5.3770423,2.0
St. Helen's Ward,2,5.1112437,2.0
St. Helen's Ward,3,5.1277504,4.0
St. Helen's Ward,4,4.965111,5.0
St. Helen's Ward,5,4.965111,5.0
St. Helen's Ward,6,4.965111,3.0
St. Helen's Ward,7,5.0038614,3.0
St. Helen's Ward,8,5.1223335,4.0
St. Helen's Ward,9,5.153205,7.0
St. Helen's Ward,10,5.1841736,5.0
St. Helen's Ward,12,5.2321053,2.0
St. Helier East Ward,3,3.4452984,2.0
St. Helier East Ward,4,2.862917,3.0
St. Helier East Ward,5,2.862917,1.0
St. Helier East Ward,7,2.8835173,2.0
St. Helier East Ward,8,2.9785159,1.0
St. Helier East Ward,9,3.0093873,2.0
St. Helier East Ward,10,3.4989204,1.0
St. Helier East Ward,12,3.5171754,3.0
St. Helier Ward,1,5.109153,2.0
St. Helier Ward,2,4.5707555,1.0
St. Helier Ward,3,4.587262,4.0
St. Helier Ward,4,4.1577106,1.0
St. Helier Ward,5,4.1577106,6.0
St. Helier Ward,6,4.1577106,2.0
St. Helier Ward,7,4.1896167,1.0
St. Helier Ward,8,4.3080883,2.0
St. Helier Ward,9,4.3389597,8.0
St. Helier Ward,10,4.6567593,2.0
St. Helier Ward,12,4.7047186,7.0
St. Helier West Ward,1,5.034782,5.0
St. Helier West Ward,3,4.4423246,3.0
St. Helier West Ward,4,4.091379,3.0
St. Helier West Ward,5,4.091379,4.0
St. Helier West Ward,6,4.091379,1.0
St. Helier West Ward,7,4.123285,4.0
St. Helier West Ward,8,4.218284,3.0
St. Helier West Ward,9,4.2491555,1.0
St. Helier West Ward,10,4.649604,4.0
St. Helier West Ward,12,4.640882,3.0
St. James Ward,1,7.383691,12.0
St. James Ward,2,6.755674,5.0
St. James Ward,3,6.7721806,6.0
St. James Ward,4,6.2141685,6.0
St. James Ward,5,6.2141685,6.0
St. James Ward,6,6.2141685,8.0
St. James Ward,7,6.252919,9.0
St. James Ward,8,6.3713913,1.0
St. James Ward,9,6.4022627,13.0
St. James Ward,10,6.8034077,9.0
St. James Ward,11,6.9041586,4.0
St. James Ward,12,6.877024,3.0
St. James's Ward,1,25.847778,25.0
St. James's Ward,2,23.95961,24.0
St. James's Ward,3,23.976116,40.0
St. James's Ward,4,23.405777,35.0
St. James's Ward,5,23.405777,34.0
St. James's Ward,6,23.405777,35.0
St. James's Ward,7,23.462004,38.0
St. James's Ward,8,23.580475,26.0
St. James's Ward,9,23.611347,23.0
St. James's Ward,10,24.097397,26.0
St. James's Ward,11,24.040348,29.0
St. James's Ward,12,24.04089,35.0
St. Katharine's & Wapping Ward,1,7.509262,9.0
St. Katharine's & Wapping Ward,2,7.2703238,5.0
St. Katharine's & Wapping Ward,3,7.2703238,6.0
St. Katharine's & Wapping Ward,4,6.2282815,13.0
St. Katharine's & Wapping Ward,5,6.2282815,5.0
St. Katharine's & Wapping Ward,6,6.2282815,8.0
St. Katharine's & Wapping Ward,7,6.267922,8.0
St. Katharine's & Wapping Ward,8,6.3863935,13.0
St. Katharine's & Wapping Ward,9,6.417265,4.0
St. Katharine's & Wapping Ward,10,7.063103,14.0
St. Katharine's & Wapping Ward,11,7.090352,9.0
St. Katharine's & Wapping Ward,12,7.0908937,9.0
St. Margarets & North Twickenham Ward,1,6.5551825,9.0
St. Margarets & North Twickenham Ward,2,6.07968,4.0
St. Margarets & North Twickenham Ward,3,6.07968,9.0
St. Margarets & North Twickenham Ward,4,5.313671,1.0
St. Margarets & North Twickenham Ward,5,5.313671,10.0
St. Margarets & North Twickenham Ward,6,5.313671,2.0
St. Margarets & North Twickenham Ward,7,5.3533115,3.0
St. Margarets & North Twickenham Ward,8,5.471783,4.0
St. Margarets & North Twickenham Ward,9,5.5026546,4.0
St. Margarets & North Twickenham Ward,10,5.7517934,3.0
St. Margarets & North Twickenham Ward,12,5.762514,5.0
St. Mark's & Seething Wells Ward,1,5.073749,3.0
St. Mark's & Seething Wells Ward,2,4.7146463,9.0
St. Mark's & Seething Wells Ward,3,4.7146463,2.0
St. Mark's & Seething Wells Ward,4,3.9138744,2.0
St. Mark's & Seething Wells Ward,5,3.9138744,1.0
St. Mark's & Seething Wells Ward,6,3.9138744,1.0
St. Mark's & Seething Wells Ward,7,3.953515,2.0
St. Mark's & Seething Wells Ward,8,4.0719857,3.0
St. Mark's & Seething Wells Ward,11,4.676473,4.0
St. Mark's & Seething Wells Ward,12,4.677015,3.0
St. Martin's Ward,1,7.1086144,4.0
St. Martin's Ward,2,6.713536,5.0
St. Martin's Ward,3,6.7300425,6.0
St. Martin's Ward,4,6.660157,6.0
St. Martin's Ward,5,6.660157,5.0
St. Martin's Ward,6,6.660157,2.0
St. Martin's Ward,7,6.7145333,3.0
St. Martin's Ward,8,6.825706,4.0
St. Martin's Ward,9,6.825706,4.0
St. Martin's Ward,10,7.0536127,8.0
St. Martin's Ward,11,7.017188,2.0
St. Martin's Ward,12,6.9900537,2.0
St. Mary Cray Ward,1,12.399777,4.0
St. Mary Cray Ward,2,11.484493,5.0
St. Mary Cray Ward,3,11.484493,8.0
St. Mary Cray Ward,4,10.245982,5.0
St. Mary Cray Ward,5,10.245982,9.0
St. Mary Cray Ward,6,10.064633,1.0
St. Mary Cray Ward,7,10.104721,6.0
St. Mary Cray Ward,8,10.120077,4.0
St. Mary Cray Ward,9,10.150949,9.0
St. Mary Cray Ward,10,10.776743,2.0
St. Mary Cray Ward,11,11.067161,5.0
St. Mary Cray Ward,12,11.040026,7.0
St. Mary's & St. James Ward,1,5.4874334,10.0
St. Mary's & St. James Ward,2,4.8603497,3.0
St. Mary's & St. James Ward,3,4.8100553,4.0
St. Mary's & St. James Ward,6,3.4446442,1.0
St. Mary's & St. James Ward,8,3.583717,2.0
St. Mary's & St. James Ward,9,3.6145885,1.0
St. Mary's & St. James Ward,10,4.7205753,2.0
St. Mary's & St. James Ward,11,4.9523053,4.0
St. Mary's & St. James Ward,12,4.925171,1.0
St. Mary's & St. James' Ward,1,8.742123,6.0
St. Mary's & St. James' Ward,2,8.295017,1.0
St. Mary's & St. James' Ward,3,8.311523,9.0
St. Mary's & St. James' Ward,4,8.473154,10.0
St. Mary's & St. James' Ward,5,8.473154,12.0
St. Mary's & St. James' Ward,6,8.473154,15.0
St. Mary's & St. James' Ward,7,8.52753,7.0
St. Mary's & St. James' Ward,8,8.602007,11.0
St. Mary's & St. James' Ward,9,8.602007,8.0
St. Mary's & St. James' Ward,10,8.666609,8.0
St. Mary's & St. James' Ward,11,8.574494,8.0
St. Mary's & St. James' Ward,12,8.547359,10.0
St. Mary's Ward,1,8.398081,9.0
St. Mary's Ward,2,7.9639645,6.0
St. Mary's Ward,3,7.9639645,8.0
St. Mary's Ward,4,7.2667966,6.0
St. Mary's Ward,5,7.2667966,15.0
St. Mary's Ward,6,7.2667966,6.0
St. Mary's Ward,7,7.306437,13.0
St. Mary's Ward,8,7.4249086,18.0
St. Mary's Ward,9,7.45578,3.0
St. Mary's Ward,10,7.861515,9.0
St. Mary's Ward,11,7.9306026,14.0
St. Mary's Ward,12,7.931144,5.0
St. Pancras & Somers Town Ward,1,7.7301183,8.0
St. Pancras & Somers Town Ward,2,7.3473716,11.0
St. Pancras & Somers Town Ward,3,7.3638783,11.0
St. Pancras & Somers Town Ward,4,7.5660615,10.0
St. Pancras & Somers Town Ward,5,7.5660615,3.0
St. Pancras & Somers Town Ward,6,7.5660615,8.0
St. Pancras & Somers Town Ward,7,7.617455,2.0
St. Pancras & Somers Town Ward,8,7.641685,6.0
St. Pancras & Somers Town Ward,9,7.641685,8.0
St. Pancras & Somers Town Ward,10,7.6632943,5.0
St. Pancras & Somers Town Ward,11,7.5570173,6.0
St. Pancras & Somers Town Ward,12,7.529883,11.0
St. Paul's Cray Ward,1,11.94878,6.0
St. Paul's Cray Ward,2,11.014683,8.0
St. Paul's Cray Ward,3,11.014683,10.0
St. Paul's Cray Ward,4,9.903369,8.0
St. Paul's Cray Ward,5,9.903369,5.0
St. Paul's Cray Ward,6,9.903369,8.0
St. Paul's Cray Ward,7,9.943457,17.0
St. Paul's Cray Ward,8,9.958813,8.0
St. Paul's Cray Ward,9,9.989684,3.0
St. Paul's Cray Ward,10,10.6154785,5.0
St. Paul's Cray Ward,11,10.905896,9.0
St. Paul's Cray Ward,12,10.878761,7.0
St. Peter's & Canalside Ward,1,8.982526,8.0
St. Peter's & Canalside Ward,2,8.443317,11.0
St. Peter's & Canalside Ward,3,8.459824,10.0
St. Peter's & Canalside Ward,4,8.314369,12.0
St. Peter's & Canalside Ward,5,8.314369,13.0
St. Peter's & Canalside Ward,6,8.314369,8.0
St. Peter's & Canalside Ward,7,8.386216,8.0
St. Peter's & Canalside Ward,8,8.497389,10.0
St. Peter's & Canalside Ward,9,8.497389,12.0
St. Peter's & Canalside Ward,10,8.571645,6.0
St. Peter's & Canalside Ward,11,8.482368,6.0
St. Peter's & Canalside Ward,12,8.455234,7.0
Stamford Hill West Ward,1,5.596693,5.0
Stamford Hill West Ward,2,4.965174,3.0
Stamford Hill West Ward,3,4.981681,4.0
Stamford Hill West Ward,4,4.5977416,2.0
Stamford Hill West Ward,5,4.5977416,5.0
Stamford Hill West Ward,6,4.5977416,2.0
Stamford Hill West Ward,7,4.629648,3.0
Stamford Hill West Ward,8,4.7246475,2.0
Stamford Hill West Ward,9,4.7246475,2.0
Stamford Hill West Ward,10,5.105701,1.0
Stamford Hill West Ward,11,5.14865,7.0
Stamford Hill West Ward,12,5.1215158,6.0
Stanley Ward,1,9.396265,12.0
Stanley Ward,2,8.650256,7.0
Stanley Ward,3,8.666762,9.0
Stanley Ward,4,8.144659,13.0
Stanley Ward,5,8.144659,7.0
Stanley Ward,6,8.144659,18.0
Stanley Ward,7,8.200881,7.0
Stanley Ward,8,8.319356,7.0
Stanley Ward,9,8.350227,5.0
Stanley Ward,10,8.668796,5.0
Stanley Ward,11,8.629643,9.0
Stanley Ward,12,8.630185,8.0
Stanmore Ward,1,6.314092,12.0
Stanmore Ward,2,5.668564,11.0
Stanmore Ward,3,5.61827,8.0
Stanmore Ward,4,4.3940554,9.0
Stanmore Ward,5,4.3940554,2.0
Stanmore Ward,6,4.3940554,5.0
Stanmore Ward,7,4.433696,3.0
Stanmore Ward,8,4.5521674,1.0
Stanmore Ward,9,4.583038,4.0
Stanmore Ward,10,5.576069,6.0
Stanmore Ward,11,5.6772203,6.0
Stanmore Ward,12,5.677762,6.0
Stepney Green Ward,1,6.4720173,4.0
Stepney Green Ward,2,6.265386,7.0
Stepney Green Ward,3,6.267226,8.0
Stepney Green Ward,4,6.0238423,3.0
Stepney Green Ward,5,6.0238423,5.0
Stepney Green Ward,6,6.0238423,3.0
Stepney Green Ward,7,6.0557485,5.0
Stepney Green Ward,8,6.166921,3.0
Stepney Green Ward,9,6.0772634,5.0
Stepney Green Ward,10,6.3146462,3.0
Stepney Green Ward,11,6.300995,3.0
Stepney Green Ward,12,6.2738605,2.0
Stockwell East Ward,1,7.9988327,1.0
Stockwell East Ward,3,7.5013323,5.0
Stockwell East Ward,4,7.688258,2.0
Stockwell East Ward,5,7.688258,7.0
Stockwell East Ward,6,7.688258,5.0
Stockwell East Ward,7,7.760105,5.0
Stockwell East Ward,8,7.8345814,3.0
Stockwell East Ward,9,7.8345814,4.0
Stockwell East Ward,10,7.768218,7.0
Stockwell East Ward,11,7.630757,2.0
Stockwell East Ward,12,7.603622,2.0
Stockwell West & Larkhall Ward,1,9.377692,5.0
Stockwell West & Larkhall Ward,2,8.616644,5.0
Stockwell West & Larkhall Ward,3,8.63315,5.0
Stockwell West & Larkhall Ward,4,8.575025,9.0
Stockwell West & Larkhall Ward,5,8.628164,14.0
Stockwell West & Larkhall Ward,6,8.628164,9.0
Stockwell West & Larkhall Ward,7,8.940341,7.0
Stockwell West & Larkhall Ward,8,9.051514,6.0
Stockwell West & Larkhall Ward,9,9.051514,10.0
Stockwell West & Larkhall Ward,10,9.191771,8.0
Stockwell West & Larkhall Ward,11,9.108579,3.0
Stockwell West & Larkhall Ward,12,9.081444,6.0
Stoke Newington Ward,1,9.794093,12.0
Stoke Newington Ward,2,9.141562,17.0
Stoke Newington Ward,3,9.158069,6.0
Stoke Newington Ward,4,9.24173,10.0
Stoke Newington Ward,5,9.24173,9.0
Stoke Newington Ward,6,9.24173,5.0
Stoke Newington Ward,7,9.3083,2.0
Stoke Newington Ward,8,9.382777,7.0
Stoke Newington Ward,9,9.382777,2.0
Stoke Newington Ward,10,9.486999,11.0
Stoke Newington Ward,11,9.454125,5.0
Stoke Newington Ward,12,9.454667,2.0
Stonebridge Ward,1,13.654919,11.0
Stonebridge Ward,2,12.357355,4.0
Stonebridge Ward,3,11.810762,11.0
Stonebridge Ward,4,11.073568,5.0
Stonebridge Ward,5,11.073568,3.0
Stonebridge Ward,6,11.073568,6.0
Stonebridge Ward,7,11.109779,19.0
Stonebridge Ward,8,11.316852,8.0
Stonebridge Ward,9,11.316852,11.0
Stonebridge Ward,10,11.388348,7.0
Stonebridge Ward,11,11.430199,6.0
Stonebridge Ward,12,11.403064,9.0
Stonecot Ward,3,4.651242,4.0
Stonecot Ward,4,3.4438066,3.0
Stonecot Ward,5,3.4438066,2.0
Stonecot Ward,6,3.4438066,1.0
Stonecot Ward,7,3.4712517,1.0
Stonecot Ward,8,3.5897233,5.0
Stonecot Ward,9,3.6205952,2.0
Stonecot Ward,10,4.5849223,4.0
Stonecot Ward,12,4.687987,1.0
Stratford Olympic Park Ward,1,7.416782,16.0
Stratford Olympic Park Ward,2,7.293221,19.0
Stratford Olympic Park Ward,3,7.3097277,10.0
Stratford Olympic Park Ward,4,7.380322,9.0
Stratford Olympic Park Ward,5,7.380322,15.0
Stratford Olympic Park Ward,6,7.380322,8.0
Stratford Olympic Park Ward,7,7.419073,14.0
Stratford Olympic Park Ward,8,7.450602,7.0
Stratford Olympic Park Ward,9,7.4814734,10.0
Stratford Olympic Park Ward,10,7.354231,15.0
Stratford Olympic Park Ward,11,7.435698,13.0
Stratford Olympic Park Ward,12,7.4085636,13.0
Stratford Ward,1,10.486136,10.0
Stratford Ward,2,10.1168785,13.0
Stratford Ward,3,10.133385,7.0
Stratford Ward,4,9.946369,17.0
Stratford Ward,5,9.946369,15.0
Stratford Ward,6,9.946369,23.0
Stratford Ward,7,10.018216,16.0
Stratford Ward,8,10.092693,24.0
Stratford Ward,9,10.123565,24.0
Stratford Ward,10,10.094834,15.0
Stratford Ward,11,10.115415,19.0
Stratford Ward,12,10.08828,7.0
Streatham Common & Vale Ward,1,7.8534126,6.0
Streatham Common & Vale Ward,2,7.2982736,9.0
Streatham Common & Vale Ward,3,7.31478,8.0
Streatham Common & Vale Ward,4,6.9193625,13.0
Streatham Common & Vale Ward,5,6.9193625,5.0
Streatham Common & Vale Ward,6,6.9193625,4.0
Streatham Common & Vale Ward,7,6.9581137,12.0
