ward,mae,rmse,smape,mase
Barnsbury,2.6387837250820723,3.2168448608965203,44.6000397239857,0.7364047604880202
Basildon,0.0,0.0,0.0,
Battersea Park,3.3405797151844574,4.4216557819674485,31.061565146280547,1.0278706815952177
Bayswater,5.697170924493439,6.908564675314035,32.19921857494706,0.719642643093908
Beaconsfield,0.0,0.0,0.0,
Beam,2.2027365148181244,2.699785122139393,63.12808159090502,0.978994006585833
Beam Park,2.461886470549248,3.2365841169005933,48.379699362171785,0.923207426455968
Beauchief and Greenhill,0.0,0.0,0.0,
Beckenham Town & Copers Cope,3.077830355620762,4.264900245742954,38.77719493006522,0.7241953777931204
Beckton,3.5985172191365797,4.321183576563047,58.14609616204438,0.8996293047841449
Becontree,2.084235386651748,2.310313002665806,73.57481436794194,1.2505412319910487
Beddington,1.832892050826521,2.3279248118342664,53.70866012929386,0.9562915047790543
Bedfont,3.1489429719575774,3.6594456825953303,59.45218799779678,0.7872357429893944
Bedwell,0.0,0.0,0.0,
Bellingham,3.3971356834385826,4.0271016502628285,69.78075621946206,0.9706101952681665
Belmont,3.055568663111385,4.144373559641097,46.61267722456922,0.7971048686377525
Belmore,3.847081900187795,5.077583207801005,78.57830073153379,1.1541245700563385
Belsize,3.3399310916837437,4.143594077707154,35.40555397683963,0.7707533288500947
Belvedere,4.206119794662911,4.752022002601115,60.36238256588721,1.5294981071501494
Bensham Manor,3.7351141802892207,4.569751033945933,96.86416867272604,1.0671754800826345
Bentley,0.0,0.0,0.0,
Berrylands,1.3935170639443157,1.6629840434714835,93.32049479005605,0.7270523811883386
Bethnal Green,1.2119723289013653,1.225720457922557,195.3778110341636,4.847889315605461
Bethnal Green East,3.199370999633782,4.083177930052304,21.238813748464604,0.7243858867095355
Bethnal Green West,5.2549483944100635,6.826929855816721,33.533700122612835,0.7507069134871519
Bexleyheath,2.5500704049261906,2.8848683935202275,48.99593922160908,1.1333646244116402
Bickley & Sundridge,2.778476422861452,4.019132768910572,50.371243241965416,0.877413607219406
Biggin Hill,2.001073178243959,2.680962687400571,109.73791406688945,0.6489967064575002
Bircham with Rudhams,0.041666666666666664,0.2041241452319315,8.33333325,0.5
Blackfen & Lamorbey,1.681496528871816,2.1775414534994604,88.06586195352355,0.7206413695164925
Blackfriars & Trinity,0.0,0.0,0.0,
Blackheath,3.14039796646958,3.879536141214992,35.759609806958665,0.6387250101294061
Blackheath Westcombe,2.428944783263848,3.3009861884059966,45.09397385592933,0.6336377695470907
Blackwall & Cubitt Town,3.1869855833364014,3.6669577341550252,37.50677978742935,0.7648765400007362
Blakenall,0.0,0.0,0.0,
Blendon & Penhill,1.759109010981798,2.0812894788473875,69.0689973717101,0.7818262271030213
Bloomfield,0.0,0.0,0.0,
Bloomsbury,6.0580709946586495,7.2059855599410545,25.46052879113116,0.7197708112465723
Bockhanger,0.0,0.0,0.0,
Boleyn,3.2097308881974413,4.311099604944827,47.70497259733563,0.8559282368526511
Bolsover South,0.0,0.0,0.0,
Borough & Bankside,3.987720929777032,5.345292105334879,19.60342046203086,0.5500304730726941
Botwell,3.946711939289686,4.026837968011706,191.78311851496835,11.84013581786906
Bounds Green,2.138187268304164,2.594367675944581,74.9795852488789,0.8018202256140615
Bow East,4.670045045045045,5.64044325146934,35.16412078553348,1.0007239382239381
Bow West,4.958006974032275,5.694447645844934,55.80332741343697,1.1665898762428883
Bowes,1.4644667056844145,1.9983211867928228,54.059576444152746,0.6759077103158837
Brent,0.0,0.0,0.0,
Brentford,4.173686437723984,4.173866018123805,199.99999952076433,
Brentford East,4.022869230783779,4.953793979092492,99.79788497064064,1.0727651282090076
Brentford West,2.041770938092695,2.4853617804798014,66.35630575600209,0.9800500502844937
Brentwood North,0.041666666666666664,0.2041241452319315,8.33333325,0.5
Bridge,1.770998062468747,2.1847547782682932,52.25322230386582,0.8500790699849985
Brimsdown,2.7619369334229638,3.4916453525226485,26.484716324079738,0.736516515579457
Brixton Acre Lane,4.303200581484526,5.042108133976521,39.80055981289636,0.8752272369121069
Brixton North,3.581381019949378,4.922241082125785,35.21957091204121,0.8595314447878507
Brixton Rush Common,3.35010357866563,3.9915885697872557,55.84622541915591,1.0579274458944095
Brixton Windrush,3.5957207207207205,4.500064252983916,37.744963543566286,0.7845208845208845
"Brizes, Stondon Massey & South Weald",0.02027027026901635,0.02027027026901635,199.99990133338198,
Broad Green,3.0590733717022265,4.239754118131372,29.864628043898406,0.6017849255807659
Broad Oak & the Hallingburys,0.0,0.0,0.0,
Broadfield,0.0,0.0,0.0,
Brockley,4.215405102729265,5.608890215068462,29.715174899107378,0.5161720533954202
Bromley Common & Holwood,2.45894896485713,2.9057319669600044,46.56437618575833,0.7974969615752854
Bromley North,2.966285410852404,3.746705648224506,48.70042804466942,0.5393246201549826
Bromley South,3.8135987666158577,4.46307323813145,60.379148039871346,1.4300995374809466
Bromley Town,2.9298415302877903,3.5597692940905175,34.53784427787528,0.9014897016270124
Brompton & Hans Town,3.838705227134639,4.475297217390637,34.7176615925995,0.7807536055189096
Brondesbury Park,3.6171559403681695,4.738003121847285,38.868675927883686,0.5787449504589071
Brook Green,2.27221882825333,2.954328599944903,52.11108181808001,0.973808069251427
Brooklands,2.3716216216216215,2.3716216216216215,199.99999915669517,
Brownswood,2.575548306967525,3.377835859259927,50.171692544290714,0.6181315936722059
Broxbourne and Hoddesdon South,0.0,0.0,0.0,
Bruce Castle,2.7078698656096094,3.031654265294668,48.570553604715464,0.8782280645220354
Brunswick Park,2.334494752799943,2.6923742970493687,37.92705795358333,0.7571334333405221
Buckhurst Hill East & Whitebridge,0.027027027025768712,0.027027027025768712,199.99992600002736,
Buckhurst Hill West,0.027027026997654302,0.0270270269976543,199.9999260000273,
Bullsmoor,3.8393730116777296,4.529336057626853,66.80568783290907,1.0238328031140613
Bunhill,3.494813756061679,4.390865686789757,26.833830241577868,0.8922928738880883
Burnham,0.08333333333333333,0.28867513459481287,16.6666665,0.5
Burnt Oak,4.743729193932132,5.577453791395411,39.201411943034635,0.7692533827998052
Burrsville,0.041666666666666664,0.2041241452319315,8.33333325,0.5
Bush Fair,0.0,0.0,0.0,
Bush Hill Park,2.5248785786664327,3.0770331729883704,47.06378263549777,0.7768857165127485
Bushey Heath,0.06660939950033795,0.06666685005279217,199.99996991085166,
Bushey North,0.02027027027027027,0.02027027027027027,199.99990133338198,
Caledonian,2.528546835630482,3.133859980935569,38.6088079012046,0.6068512405513157
Camberwell Green,5.0987606737293,5.609605884284851,63.050634822757246,1.568849438070554
Camden Square,2.0729915020059217,2.554917296309142,65.71950907249563,0.7316440595315018
Camden Town,3.0135135135135136,3.806235672887996,40.98707773821801,0.6344238975817923
Campden,2.8562548421108147,4.00559555779529,32.403536496957436,0.612054609023746
Canary Wharf,4.57595588457752,5.4380333866788915,37.51851703354425,0.9983903748169135
Canbury,1.1221489352366245,1.129999062696939,199.99999819097286,
Canbury Gardens,1.8837661016629934,2.5642713949717764,61.53779036868594,0.7535064406651973
Cann Hall,2.9036346395425823,3.57324827581296,50.6694264016356,0.7574699059676301
Canning Town North,2.1760164283309225,2.6966696787972424,32.22445745630914,0.7680057982344431
Canning Town South,3.0104495712479338,4.311049576993835,47.00273266072239,0.8210317012494365
Cannon Hill,1.5786986084648944,1.817389880617045,74.85564845523292,1.184023956348671
Canonbury,3.699060740078121,4.237598890746331,53.14498063780913,0.8703672329595579
Canons,1.209056392028599,1.4381677012030882,49.99893625867369,0.6908893668734851
Cantelowes,1.2726625453871683,1.292646652261731,192.642472577705,15.27195054464602
Canvey Island East,0.0,0.0,0.0,
Carshalton Central,2.501310764356505,2.943399876304671,70.83428090269615,0.7320909554214161
