ward,month,forecast
Crystal Palace & Upper Norwood,2025-06-01,5.391076159566471
Crystal Palace & Upper Norwood,2025-07-01,5.411321366808098
Crystal Palace & Upper Norwood,2025-08-01,5.415789196733835
Crystal Palace & Upper Norwood,2025-09-01,5.416775183392656
Crystal Palace & Upper Norwood,2025-10-01,5.4169927766555
Crystal Palace & Upper Norwood,2025-11-01,5.417040796400607
Crystal Palace & Upper Norwood,2025-12-01,5.417051393676873
Crystal Palace & Upper Norwood,2026-01-01,5.4170537323453525
Crystal Palace & Upper Norwood,2026-02-01,5.417054248456297
Crystal Palace & Upper Norwood,2026-03-01,5.417054362354658
Cuddington,2025-04-01,0.20311928753332756
Cuddington,2025-05-01,0.20311928753332756
Cuddington,2025-06-01,0.20311928753332756
Cuddington,2025-07-01,0.20311928753332756
Cuddington,2025-08-01,0.20311928753332756
Cuddington,2025-09-01,0.20311928753332756
Cuddington,2025-10-01,0.20311928753332756
Cuddington,2025-11-01,0.20311928753332756
Cuddington,2025-12-01,0.20311928753332756
Cuddington,2026-01-01,0.20311928753332756
Cuddington,2026-02-01,0.20311928753332756
Cuddington,2026-03-01,0.20311928753332756
Custom House,2025-04-01,3.8796692939129462
Custom House,2025-05-01,3.7342195171920496
Custom House,2025-06-01,4.025119070633842
Custom House,2025-07-01,4.461468400796531
Custom House,2025-08-01,4.025119070633842
Custom House,2025-09-01,4.170568847354739
Custom House,2025-10-01,3.879669293912946
Custom House,2025-11-01,4.170568847354739
Custom House,2025-12-01,3.879669293912946
Custom House,2026-01-01,3.4433199637502567
Custom House,2026-02-01,3.879669293912946
Custom House,2026-03-01,3.588769740471153
Dalgarno,2025-04-01,4.256244620455344
Dalgarno,2025-05-01,4.256244620455344
Dalgarno,2025-06-01,4.256244620455344
Dalgarno,2025-07-01,4.256244620455344
Dalgarno,2025-08-01,4.256244620455344
Dalgarno,2025-09-01,4.256244620455344
Dalgarno,2025-10-01,4.256244620455344
Dalgarno,2025-11-01,4.256244620455344
Dalgarno,2025-12-01,4.256244620455344
Dalgarno,2026-01-01,4.256244620455344
Dalgarno,2026-02-01,4.256244620455344
Dalgarno,2026-03-01,4.256244620455344
Dallow,2025-04-01,0.0
Dallow,2025-05-01,0.0
Dallow,2025-06-01,0.0
Dallow,2025-07-01,0.0
Dallow,2025-08-01,0.0
Dallow,2025-09-01,0.0
Dallow,2025-10-01,0.0
Dallow,2025-11-01,0.0
Dallow,2025-12-01,0.0
Dallow,2026-01-01,0.0
Dallow,2026-02-01,0.0
Dallow,2026-03-01,0.0
Dalston,2025-04-01,9.1174723456802
Dalston,2025-05-01,9.1174723456802
Dalston,2025-06-01,9.1174723456802
Dalston,2025-07-01,9.1174723456802
Dalston,2025-08-01,9.1174723456802
Dalston,2025-09-01,9.1174723456802
Dalston,2025-10-01,9.1174723456802
Dalston,2025-11-01,9.1174723456802
Dalston,2025-12-01,9.1174723456802
Dalston,2026-01-01,9.1174723456802
Dalston,2026-02-01,9.1174723456802
Dalston,2026-03-01,9.1174723456802
Danehill & Fletching,2025-04-01,0.0
Danehill & Fletching,2025-05-01,0.0
Danehill & Fletching,2025-06-01,0.0
Danehill & Fletching,2025-07-01,0.0
Danehill & Fletching,2025-08-01,0.0
Danehill & Fletching,2025-09-01,0.0
Danehill & Fletching,2025-10-01,0.0
Danehill & Fletching,2025-11-01,0.0
Danehill & Fletching,2025-12-01,0.0
Danehill & Fletching,2026-01-01,0.0
Danehill & Fletching,2026-02-01,0.0
Danehill & Fletching,2026-03-01,0.0
Darwin,2025-04-01,1.0760337348477689
Darwin,2025-05-01,1.0760337348477689
Darwin,2025-06-01,1.0760337348477689
Darwin,2025-07-01,1.0760337348477689
Darwin,2025-08-01,1.0760337348477689
Darwin,2025-09-01,1.0760337348477689
Darwin,2025-10-01,1.0760337348477689
Darwin,2025-11-01,1.0760337348477689
Darwin,2025-12-01,1.0760337348477689
Darwin,2026-01-01,1.0760337348477689
Darwin,2026-02-01,1.0760337348477689
Darwin,2026-03-01,1.0760337348477689
De Beauvoir,2025-04-01,11.097345441502679
De Beauvoir,2025-05-01,9.783214221457008
De Beauvoir,2025-06-01,12.256413566682262
De Beauvoir,2025-07-01,13.125867594746621
De Beauvoir,2025-08-01,10.331459311532557
De Beauvoir,2025-09-01,11.504040316121628
De Beauvoir,2025-10-01,9.422501837437842
De Beauvoir,2025-11-01,12.23245951273757
De Beauvoir,2025-12-01,11.636748837704758
De Beauvoir,2026-01-01,10.945826369325726
De Beauvoir,2026-02-01,12.11291038599193
De Beauvoir,2026-03-01,10.421651497998436
Denham,2025-04-01,0.05624493635447782
Denham,2025-05-01,0.05624493635447782
Denham,2025-06-01,0.05624493635447782
Denham,2025-07-01,0.05624493635447782
Denham,2025-08-01,0.05624493635447782
Denham,2025-09-01,0.05624493635447782
Denham,2025-10-01,0.05624493635447782
Denham,2025-11-01,0.05624493635447782
Denham,2025-12-01,0.05624493635447782
Denham,2026-01-01,0.05624493635447782
Denham,2026-02-01,0.05624493635447782
Denham,2026-03-01,0.05624493635447782
Denne,2025-04-01,0.0
Denne,2025-05-01,0.0
Denne,2025-06-01,0.0
Denne,2025-07-01,0.0
Denne,2025-08-01,0.0
Denne,2025-09-01,0.0
Denne,2025-10-01,0.0
Denne,2025-11-01,0.0
Denne,2025-12-01,0.0
Denne,2026-01-01,0.0
Denne,2026-02-01,0.0
Denne,2026-03-01,0.0
Deptford,2025-04-01,10.820427142613024
Deptford,2025-05-01,10.951260792591043
Deptford,2025-06-01,11.074129233245344
Deptford,2025-07-01,11.189517389972268
Deptford,2025-08-01,11.297880665699829
Deptford,2025-09-01,11.399646738228373
Deptford,2025-10-01,11.495217248148379
Deptford,2025-11-01,11.58496938399707
Deptford,2025-12-01,11.669257370910026
Deptford,2026-01-01,11.748413868643025
Deptford,2026-02-01,11.822751284481711
Deptford,2026-03-01,11.89256300622076
Dickinsons,2025-04-01,0.0
Dickinsons,2025-05-01,0.0
Dickinsons,2025-06-01,0.0
Dickinsons,2025-07-01,0.0
Dickinsons,2025-08-01,0.0
Dickinsons,2025-09-01,0.0
Dickinsons,2025-10-01,0.0
Dickinsons,2025-11-01,0.0
Dickinsons,2025-12-01,0.0
Dickinsons,2026-01-01,0.0
Dickinsons,2026-02-01,0.0
Dickinsons,2026-03-01,0.0
Dollis Hill,2025-04-01,10.046172450463473
Dollis Hill,2025-05-01,10.532094720371612
Dollis Hill,2025-06-01,10.705417996253567
Dollis Hill,2025-07-01,11.140328358071274
Dollis Hill,2025-08-01,9.58826944003721
Dollis Hill,2025-09-01,9.78653218346339
Dollis Hill,2025-10-01,8.810210964977442
Dollis Hill,2025-11-01,10.569080347550889
Dollis Hill,2025-12-01,10.959946149925354
Dollis Hill,2026-01-01,9.201273366335618
Dollis Hill,2026-02-01,9.59209523567034
Dollis Hill,2026-03-01,9.201277179412344
Dorchester East,2025-04-01,0.0
Dorchester East,2025-05-01,0.0
Dorchester East,2025-06-01,0.0
Dorchester East,2025-07-01,0.0
Dorchester East,2025-08-01,0.0
Dorchester East,2025-09-01,0.0
Dorchester East,2025-10-01,0.0
Dorchester East,2025-11-01,0.0
Dorchester East,2025-12-01,0.0
Dorchester East,2026-01-01,0.0
Dorchester East,2026-02-01,0.0
Dorchester East,2026-03-01,0.0
Dore and Totley,2025-04-01,0.0
Dore and Totley,2025-05-01,0.0
Dore and Totley,2025-06-01,0.0
Dore and Totley,2025-07-01,0.0
Dore and Totley,2025-08-01,0.0
Dore and Totley,2025-09-01,0.0
Dore and Totley,2025-10-01,0.0
Dore and Totley,2025-11-01,0.0
Dore and Totley,2025-12-01,0.0
Dore and Totley,2026-01-01,0.0
Dore and Totley,2026-02-01,0.0
Dore and Totley,2026-03-01,0.0
Dormers Wells,2025-04-01,4.600438418106324
Dormers Wells,2025-05-01,4.600438418106324
Dormers Wells,2025-06-01,4.600438418106324
Dormers Wells,2025-07-01,4.600438418106324
Dormers Wells,2025-08-01,4.600438418106324
Dormers Wells,2025-09-01,4.600438418106324
Dormers Wells,2025-10-01,4.600438418106324
Dormers Wells,2025-11-01,4.600438418106324
Dormers Wells,2025-12-01,4.600438418106324
Dormers Wells,2026-01-01,4.600438418106324
Dormers Wells,2026-02-01,4.600438418106324
Dormers Wells,2026-03-01,4.600438418106324
Downhall and Rawreth,2025-04-01,0.0
Downhall and Rawreth,2025-05-01,0.0
Downhall and Rawreth,2025-06-01,0.0
Downhall and Rawreth,2025-07-01,0.0
Downhall and Rawreth,2025-08-01,0.0
Downhall and Rawreth,2025-09-01,0.0
Downhall and Rawreth,2025-10-01,0.0
Downhall and Rawreth,2025-11-01,0.0
Downhall and Rawreth,2025-12-01,0.0
Downhall and Rawreth,2026-01-01,0.0
Downhall and Rawreth,2026-02-01,0.0
Downhall and Rawreth,2026-03-01,0.0
Downham,2025-04-01,7.842406055385285
Downham,2025-05-01,6.9652302906697825
Downham,2025-06-01,6.9652302906697825
Downham,2025-07-01,6.9652302906697825
Downham,2025-08-01,6.9652302906697825
Downham,2025-09-01,6.9652302906697825
Downham,2025-10-01,6.9652302906697825
Downham,2025-11-01,6.9652302906697825
Downham,2025-12-01,6.9652302906697825
Downham,2026-01-01,6.9652302906697825
Downham,2026-02-01,6.9652302906697825
Downham,2026-03-01,6.9652302906697825
Dulwich Hill,2025-04-01,3.399310391959858
Dulwich Hill,2025-05-01,3.2144721323150214
Dulwich Hill,2025-06-01,3.814944625149362
Dulwich Hill,2025-07-01,4.046895766620791
Dulwich Hill,2025-08-01,3.4257151019262864
Dulwich Hill,2025-09-01,3.6991266428976335
Dulwich Hill,2025-10-01,3.92792713915189
Dulwich Hill,2025-11-01,3.74794400720255
Dulwich Hill,2025-12-01,3.389328567979327
Dulwich Hill,2026-01-01,3.3984112115743255
Dulwich Hill,2026-02-01,3.4340352876707345
Dulwich Hill,2026-03-01,3.5593785677316334
Dulwich Village,2025-04-01,3.998917021242475
Dulwich Village,2025-05-01,4.334648545170301
Dulwich Village,2025-06-01,4.334648545170301
Dulwich Village,2025-07-01,4.334648545170301
Dulwich Village,2025-08-01,4.334648545170301
Dulwich Village,2025-09-01,4.334648545170301
Dulwich Village,2025-10-01,4.334648545170301
Dulwich Village,2025-11-01,4.334648545170301
Dulwich Village,2025-12-01,4.334648545170301
Dulwich Village,2026-01-01,4.334648545170301
Dulwich Village,2026-02-01,4.334648545170301
Dulwich Village,2026-03-01,4.334648545170301
Dulwich Wood,2025-04-01,5.462734057541418
Dulwich Wood,2025-05-01,5.462734057541418
Dulwich Wood,2025-06-01,5.462734057541418
Dulwich Wood,2025-07-01,5.462734057541418
Dulwich Wood,2025-08-01,5.462734057541418
Dulwich Wood,2025-09-01,5.462734057541418
Dulwich Wood,2025-10-01,5.462734057541418
Dulwich Wood,2025-11-01,5.462734057541418
Dulwich Wood,2025-12-01,5.462734057541418
Dulwich Wood,2026-01-01,5.462734057541418
Dulwich Wood,2026-02-01,5.462734057541418
Dulwich Wood,2026-03-01,5.462734057541418
Eaglescliffe West,2025-04-01,0.0
Eaglescliffe West,2025-05-01,0.0
Eaglescliffe West,2025-06-01,0.0
Eaglescliffe West,2025-07-01,0.0
Eaglescliffe West,2025-08-01,0.0
Eaglescliffe West,2025-09-01,0.0
Eaglescliffe West,2025-10-01,0.0
Eaglescliffe West,2025-11-01,0.0
Eaglescliffe West,2025-12-01,0.0
Eaglescliffe West,2026-01-01,0.0
Eaglescliffe West,2026-02-01,0.0
Eaglescliffe West,2026-03-01,0.0
Ealing Broadway,2025-04-01,9.259996934380666
Ealing Broadway,2025-05-01,9.634498684503619
Ealing Broadway,2025-06-01,9.56871874386288
Ealing Broadway,2025-07-01,9.61915442622162
Ealing Broadway,2025-08-01,9.615682733446683
Ealing Broadway,2025-09-01,9.62322151895959
Ealing Broadway,2025-10-01,9.623714003082739
Ealing Broadway,2025-11-01,9.62498098341134
Ealing Broadway,2025-12-01,9.625234837103916
Ealing Broadway,2026-01-01,9.625471472277939
Ealing Broadway,2026-02-01,9.625544624106807
Ealing Broadway,2026-03-01,9.62559238694688
Ealing Common,2025-04-01,8.114337995804132
Ealing Common,2025-05-01,8.114337995804132
Ealing Common,2025-06-01,8.114337995804132
Ealing Common,2025-07-01,8.114337995804132
Ealing Common,2025-08-01,8.114337995804132
Ealing Common,2025-09-01,8.114337995804132
Ealing Common,2025-10-01,8.114337995804132
Ealing Common,2025-11-01,8.114337995804132
Ealing Common,2025-12-01,8.114337995804132
Ealing Common,2026-01-01,8.114337995804132
Ealing Common,2026-02-01,8.114337995804132
Ealing Common,2026-03-01,8.114337995804132
Earl's Court,2025-04-01,10.185359893855594
Earl's Court,2025-05-01,9.645647277276789
Earl's Court,2025-06-01,9.542156352146272
Earl's Court,2025-07-01,9.522311769575158
Earl's Court,2025-08-01,9.518506532962139
Earl's Court,2025-09-01,9.517776871573236
Earl's Court,2025-10-01,9.517636957608191
Earl's Court,2025-11-01,9.517610128838147
Earl's Court,2025-12-01,9.517604984370244
Earl's Court,2026-01-01,9.517603997908697
Earl's Court,2026-02-01,9.517603808752812
Earl's Court,2026-03-01,9.51760377248181
East Acton,2025-04-01,6.639431047440211
East Acton,2025-05-01,7.076307220149501
East Acton,2025-06-01,7.192726139126988
East Acton,2025-07-01,7.223749494353333
East Acton,2025-08-01,7.232016609165541
East Acton,2025-09-01,7.234219632881692
East Acton,2025-10-01,7.234806695430619
East Acton,2025-11-01,7.234963136068922
East Acton,2025-12-01,7.235004824426249
East Acton,2026-01-01,7.2350159335546405
East Acton,2026-02-01,7.235018893919153
East Acton,2026-03-01,7.235019682798149
East Barnet,2025-04-01,7.318867999461073
East Barnet,2025-05-01,6.878225959751755
East Barnet,2025-06-01,6.762729135530371
East Barnet,2025-07-01,6.732456226449737
East Barnet,2025-08-01,6.7245213846877885
East Barnet,2025-09-01,6.7224415808070495
East Barnet,2025-10-01,6.721896442754885
East Barnet,2025-11-01,6.721753556447831
East Barnet,2025-12-01,6.721716104472753
East Barnet,2026-01-01,6.721706287923735
East Barnet,2026-02-01,6.7217037149049705
East Barnet,2026-03-01,6.721703040490209
East Cliff & Springbourne,2025-04-01,0.0
East Cliff & Springbourne,2025-05-01,0.0
East Cliff & Springbourne,2025-06-01,0.0
East Cliff & Springbourne,2025-07-01,0.0
East Cliff & Springbourne,2025-08-01,0.0
East Cliff & Springbourne,2025-09-01,0.0
East Cliff & Springbourne,2025-10-01,0.0
East Cliff & Springbourne,2025-11-01,0.0
East Cliff & Springbourne,2025-12-01,0.0
East Cliff & Springbourne,2026-01-01,0.0
East Cliff & Springbourne,2026-02-01,0.0
East Cliff & Springbourne,2026-03-01,0.0
East Finchley,2025-04-01,9.466215429246839
East Finchley,2025-05-01,7.022717786714463
East Finchley,2025-06-01,8.801145785979331
East Finchley,2025-07-01,7.5067691950154884
East Finchley,2025-08-01,8.448843183913397
East Finchley,2025-09-01,7.763182297619752
East Finchley,2025-10-01,8.262220437440353
East Finchley,2025-11-01,7.899010182963402
East Finchley,2025-12-01,8.163362100042598
East Finchley,2026-01-01,7.970961320598524
East Finchley,2026-02-01,8.110994577552727
East Finchley,2026-03-01,8.00907548393023
East Greenwich,2025-04-01,3.4499946527961134
East Greenwich,2025-05-01,3.4499946527961134
East Greenwich,2025-06-01,3.4499946527961134
East Greenwich,2025-07-01,3.4499946527961134
East Greenwich,2025-08-01,3.4499946527961134
East Greenwich,2025-09-01,3.4499946527961134
East Greenwich,2025-10-01,3.4499946527961134
East Greenwich,2025-11-01,3.4499946527961134
East Greenwich,2025-12-01,3.4499946527961134
East Greenwich,2026-01-01,3.4499946527961134
East Greenwich,2026-02-01,3.4499946527961134
East Greenwich,2026-03-01,3.4499946527961134
East Ham,2025-04-01,8.794313722396657
East Ham,2025-05-01,8.911217027707645
East Ham,2025-06-01,9.013738212035433
East Ham,2025-07-01,9.10364664711357
East Ham,2025-08-01,9.182494026327939
East Ham,2025-09-01,9.251641144766511
East Ham,2025-10-01,9.312281384632424
East Ham,2025-11-01,9.36546131134567
East Ham,2025-12-01,9.412098735793196
East Ham,2026-01-01,9.45299855445648
East Ham,2026-02-01,9.48886664079499
East Ham,2026-03-01,9.520322027631257
East Ham South,2025-04-01,4.47684731646438
East Ham South,2025-05-01,4.712919236654319
East Ham South,2025-06-01,4.723129867378336
East Ham South,2025-07-01,4.692226431662625
East Ham South,2025-08-01,4.653838904878421
East Ham South,2025-09-01,4.614089031238946
East Ham South,2025-10-01,4.574091166368864
East Ham South,2025-11-01,4.5340481590666455
East Ham South,2025-12-01,4.493996934380393
East Ham South,2026-01-01,4.453944213864226
East Ham South,2026-02-01,4.4138912210585906
East Ham South,2026-03-01,4.373838178687458
East Putney,2025-04-01,9.12431008521122
East Putney,2025-05-01,5.094961934466583
East Putney,2025-06-01,7.3970494143672285
East Putney,2025-07-01,5.917659667608118
East Putney,2025-08-01,6.945371300780135
East Putney,2025-09-01,6.1993100291188785
East Putney,2025-10-01,6.753304782222109
East Putney,2025-11-01,6.337353497918896
East Putney,2025-12-01,6.65131114890284
East Putney,2026-01-01,6.41374776159112
East Putney,2026-02-01,6.593715162935885
East Putney,2026-03-01,6.4573056811440175
East Sheen,2025-04-01,6.18366621994427
East Sheen,2025-05-01,7.100848920412244
East Sheen,2025-06-01,7.301922347835174
East Sheen,2025-07-01,7.346003557821991
East Sheen,2025-08-01,7.355667455726385
East Sheen,2025-09-01,7.357786066416392
East Sheen,2025-10-01,7.358250528199849
East Sheen,2025-11-01,7.358352351885205
East Sheen,2025-12-01,7.35837467463224
East Sheen,2026-01-01,7.358379568435027
East Sheen,2026-02-01,7.358380641300553
East Sheen,2026-03-01,7.358380876504235
East Tilbury,2025-04-01,0.0
East Tilbury,2025-05-01,0.0
East Tilbury,2025-06-01,0.0
East Tilbury,2025-07-01,0.0
East Tilbury,2025-08-01,0.0
East Tilbury,2025-09-01,0.0
East Tilbury,2025-10-01,0.0
East Tilbury,2025-11-01,0.0
East Tilbury,2025-12-01,0.0
East Tilbury,2026-01-01,0.0
East Tilbury,2026-02-01,0.0
East Tilbury,2026-03-01,0.0
East Wickham,2025-04-01,6.081230709270985
East Wickham,2025-05-01,5.025896618486264
East Wickham,2025-06-01,4.338152955327268
East Wickham,2025-07-01,4.334206081327933
East Wickham,2025-08-01,3.957912740576238
East Wickham,2025-09-01,3.775106827230508
East Wickham,2025-10-01,4.227801724786697
East Wickham,2025-11-01,4.687314483794222
East Wickham,2025-12-01,4.220795037016007
East Wickham,2026-01-01,4.3747408610321346
East Wickham,2026-02-01,4.529191383599555
East Wickham,2026-03-01,5.14830127421554
Eastbrook & Rush Green,2025-04-01,1.6112337579678155
Eastbrook & Rush Green,2025-05-01,1.6112337579678155
Eastbrook & Rush Green,2025-06-01,1.6112337579678155
Eastbrook & Rush Green,2025-07-01,1.6112337579678155
Eastbrook & Rush Green,2025-08-01,1.6112337579678155
Eastbrook & Rush Green,2025-09-01,1.6112337579678155
Eastbrook & Rush Green,2025-10-01,1.6112337579678155
Eastbrook & Rush Green,2025-11-01,1.6112337579678155
Eastbrook & Rush Green,2025-12-01,1.6112337579678155
Eastbrook & Rush Green,2026-01-01,1.6112337579678155
Eastbrook & Rush Green,2026-02-01,1.6112337579678155
Eastbrook & Rush Green,2026-03-01,1.6112337579678155
Eastbury,2025-04-01,5.771847304003069
Eastbury,2025-05-01,6.685655669517497
Eastbury,2025-06-01,6.907044729461126
Eastbury,2025-07-01,6.9606808283549375
Eastbury,2025-08-01,6.973675287544923
Eastbury,2025-09-01,6.976823465229779
Eastbury,2025-10-01,6.977586176673981
Eastbury,2025-11-01,6.977770959365858
Eastbury,2025-12-01,6.97781572681163
Eastbury,2026-01-01,6.977826572655364
Eastbury,2026-02-01,6.97782920028632
Eastbury,2026-03-01,6.977829836884505
Eastcote,2025-04-01,4.334750167508812
Eastcote,2025-05-01,3.36848377865125
Eastcote,2025-06-01,4.165690944988975
Eastcote,2025-07-01,4.330009813370274
Eastcote,2025-08-01,4.594565167036901
Eastcote,2025-09-01,4.050524495288087
Eastcote,2025-10-01,5.44556982369721
Eastcote,2025-11-01,4.740262358705099
Eastcote,2025-12-01,5.1019967423231005
Eastcote,2026-01-01,4.835250554151972
Eastcote,2026-02-01,4.3259233616615465
Eastcote,2026-03-01,3.989328589330308
Edgware,2025-04-01,20.673716624946856
Edgware,2025-05-01,19.00527647312582
Edgware,2025-06-01,17.668301439255224
Edgware,2025-07-01,16.132699485069786
Edgware,2025-08-01,16.31915501034103
Edgware,2025-09-01,15.375521376635634
Edgware,2025-10-01,17.974300687119847
Edgware,2025-11-01,19.607049589165047
Edgware,2025-12-01,17.34817018651568
Edgware,2026-01-01,18.836379933380478
Edgware,2026-02-01,21.420488961588262
Edgware,2026-03-01,20.73822401154357
Edgwarebury,2025-04-01,7.691622437050611
Edgwarebury,2025-05-01,6.458005217440176
Edgwarebury,2025-06-01,6.780032422789903
Edgwarebury,2025-07-01,6.4603487099113135
Edgwarebury,2025-08-01,6.68488743095708
Edgwarebury,2025-09-01,7.12055803521795
Edgwarebury,2025-10-01,7.155978935973499
Edgwarebury,2025-11-01,7.64937784880083
Edgwarebury,2025-12-01,7.491169210526958
Edgwarebury,2026-01-01,7.42799191847212
Edgwarebury,2026-02-01,6.794465726540432
Edgwarebury,2026-03-01,7.200025142285469
Edmonton Green,2025-04-01,12.498501391030228
Edmonton Green,2025-05-01,12.291959835224427
Edmonton Green,2025-06-01,11.15598127829252
Edmonton Green,2025-07-01,11.982147501515724
Edmonton Green,2025-08-01,11.878876723612823
Edmonton Green,2025-09-01,12.601772168933127
Edmonton Green,2025-10-01,12.808313724738928
Edmonton Green,2025-11-01,12.085418279418624
Edmonton Green,2025-12-01,11.672335167807022
Edmonton Green,2026-01-01,12.291959835224425
Edmonton Green,2026-02-01,11.878876723612823
Edmonton Green,2026-03-01,12.188689057321525
Egham Town,2025-04-01,0.0
Egham Town,2025-05-01,0.0
Egham Town,2025-06-01,0.0
Egham Town,2025-07-01,0.0
Egham Town,2025-08-01,0.0
Egham Town,2025-09-01,0.0
Egham Town,2025-10-01,0.0
Egham Town,2025-11-01,0.0
Egham Town,2025-12-01,0.0
Egham Town,2026-01-01,0.0
Egham Town,2026-02-01,0.0
Egham Town,2026-03-01,0.0
Elliman,2025-04-01,0.0
Elliman,2025-05-01,0.0
Elliman,2025-06-01,0.0
Elliman,2025-07-01,0.0
Elliman,2025-08-01,0.0
Elliman,2025-09-01,0.0
Elliman,2025-10-01,0.0
Elliman,2025-11-01,0.0
Elliman,2025-12-01,0.0
Elliman,2026-01-01,0.0
Elliman,2026-02-01,0.0
Elliman,2026-03-01,0.0
Elm Park,2025-04-01,3.954496870686429
Elm Park,2025-05-01,3.184756133379091
Elm Park,2025-06-01,5.122361424263907
Elm Park,2025-07-01,3.044559655525607
Elm Park,2025-08-01,4.42511436556765
Elm Park,2025-09-01,4.189050510922014
Elm Park,2025-10-01,6.593975918944488
Elm Park,2025-11-01,4.2809935098112355
Elm Park,2025-12-01,4.304458074062194
Elm Park,2026-01-01,3.134997995351264
Elm Park,2026-02-01,3.346392612396325
Elm Park,2026-03-01,3.9140612452948904
Elstree,2025-04-01,0.0
Elstree,2025-05-01,0.0
Elstree,2025-06-01,0.0
Elstree,2025-07-01,0.0
Elstree,2025-08-01,0.0
Elstree,2025-09-01,0.0
Elstree,2025-10-01,0.0
Elstree,2025-11-01,0.0
Elstree,2025-12-01,0.0
Elstree,2026-01-01,0.0
Elstree,2026-02-01,0.0
Elstree,2026-03-01,0.0
Eltham Page,2025-04-01,3.7360430594071494
Eltham Page,2025-05-01,3.1656774566948758
Eltham Page,2025-06-01,3.0486944896855785
Eltham Page,2025-07-01,3.8544697719765715
Eltham Page,2025-08-01,3.212033084770263
Eltham Page,2025-09-01,3.318846640893374
Eltham Page,2025-10-01,3.177542601804466
Eltham Page,2025-11-01,2.3354240327997395
Eltham Page,2025-12-01,3.808465296311639
Eltham Page,2026-01-01,3.1870965543589267
Eltham Page,2026-02-01,3.307323562178268
Eltham Page,2026-03-01,2.986643557689229
Eltham Park & Progress,2025-04-01,2.144487097643513
Eltham Park & Progress,2025-05-01,3.2310125505417355
Eltham Park & Progress,2025-06-01,2.309865619960526
Eltham Park & Progress,2025-07-01,2.7024597730801805
Eltham Park & Progress,2025-08-01,2.5819572423482193
Eltham Park & Progress,2025-09-01,2.6240590467184908
Eltham Park & Progress,2025-10-01,3.56765904938052
Eltham Park & Progress,2025-11-01,3.7587562620137094
Eltham Park & Progress,2025-12-01,3.4296241505812683
Eltham Park & Progress,2026-01-01,3.7275967533803684
Eltham Park & Progress,2026-02-01,2.8071041568527155
Eltham Park & Progress,2026-03-01,3.4957268188772255
Eltham Town & Avery Hill,2025-04-01,8.93973947205944
Eltham Town & Avery Hill,2025-05-01,8.93973947205944
Eltham Town & Avery Hill,2025-06-01,8.93973947205944
Eltham Town & Avery Hill,2025-07-01,8.93973947205944
Eltham Town & Avery Hill,2025-08-01,8.93973947205944
Eltham Town & Avery Hill,2025-09-01,8.93973947205944
Eltham Town & Avery Hill,2025-10-01,8.93973947205944
Eltham Town & Avery Hill,2025-11-01,8.93973947205944
Eltham Town & Avery Hill,2025-12-01,8.93973947205944
Eltham Town & Avery Hill,2026-01-01,8.93973947205944
Eltham Town & Avery Hill,2026-02-01,8.93973947205944
Eltham Town & Avery Hill,2026-03-01,8.93973947205944
Eltham West,2025-04-01,2.6625002465874528
Eltham West,2025-05-01,2.6625002465874528
Eltham West,2025-06-01,2.6625002465874528
Eltham West,2025-07-01,2.6625002465874528
Eltham West,2025-08-01,2.6625002465874528
Eltham West,2025-09-01,2.6625002465874528
Eltham West,2025-10-01,2.6625002465874528
Eltham West,2025-11-01,2.6625002465874528
Eltham West,2025-12-01,2.6625002465874528
Eltham West,2026-01-01,2.6625002465874528
Eltham West,2026-02-01,2.6625002465874528
Eltham West,2026-03-01,2.6625002465874528
Emerson Park,2025-04-01,2.8712281953649335
Emerson Park,2025-05-01,2.8541545422930024
Emerson Park,2025-06-01,2.8370808892210713
Emerson Park,2025-07-01,2.82000723614914
Emerson Park,2025-08-01,2.802933583077209
Emerson Park,2025-09-01,2.785859930005278
Emerson Park,2025-10-01,2.768786276933347
Emerson Park,2025-11-01,2.751712623861416
Emerson Park,2025-12-01,2.7346389707894847
Emerson Park,2026-01-01,2.7175653177175536
Emerson Park,2026-02-01,2.7004916646456225
Emerson Park,2026-03-01,2.6834180115736914
Endlebury,2025-04-01,2.4897630453864625
Endlebury,2025-05-01,2.4897630453864625
Endlebury,2025-06-01,2.4897630453864625
Endlebury,2025-07-01,2.4897630453864625
Endlebury,2025-08-01,2.4897630453864625
Endlebury,2025-09-01,2.4897630453864625
Endlebury,2025-10-01,2.4897630453864625
Endlebury,2025-11-01,2.4897630453864625
Endlebury,2025-12-01,2.4897630453864625
Endlebury,2026-01-01,2.4897630453864625
Endlebury,2026-02-01,2.4897630453864625
Endlebury,2026-03-01,2.4897630453864625
Enfield Lock,2025-04-01,7.62658251035523
Enfield Lock,2025-05-01,8.43197379993865
Enfield Lock,2025-06-01,9.097667388789244
Enfield Lock,2025-07-01,9.647894290878039
Enfield Lock,2025-08-01,10.102682573134096
Enfield Lock,2025-09-01,10.478586370080828
Enfield Lock,2025-10-01,10.789288448546897
Enfield Lock,2025-11-01,11.046098255596583
Enfield Lock,2025-12-01,11.258363578450222
Enfield Lock,2026-01-01,11.433810800671928
Enfield Lock,2026-02-01,11.578826139830918
Enfield Lock,2026-03-01,11.698688103589014
Erith,2025-04-01,5.794155899257955
Erith,2025-05-01,6.074683742545126
Erith,2025-06-01,6.327117547622431
Erith,2025-07-01,6.554270849765688
Erith,2025-08-01,6.758675416970085
Erith,2025-09-01,6.942609468114396
Erith,2025-10-01,7.108123065159062
