Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
d93343ee5792f53cd984b32ad5398bc07e5fa81b2ca0c651fcef51cf8b41d6de,2023-10,City of London Police,City of London Police,,,No location,,,Offender given a caution
d8d57bb7d67d809c3b4599d70da2aff23dfaf9e28adcabb6fa21af35861f7327,2023-10,City of London Police,City of London Police,,,No location,,,Suspect charged
510e670936c7186e4f91a89ecb4cce02bb24deb6ae88d80120a55c11e9f2e593,2023-10,City of London Police,City of London Police,,,No location,,,Suspect charged
1ff94d692578d6bb44168a4da5f0f475cb634cc1fff9653e481debf4d7cee457,2023-10,City of London Police,City of London Police,,,No location,,,Suspect charged
fb911310837f71df74340ef070e20fd406419645318a8c714658173075f5111d,2023-10,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
c4689637b3be3d28045d0b9cf00c87f7e40a2200a50dcfa86d100ead0eb840bc,2023-10,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
440884762b9196d132ca7a0a6637b557a8d087ab2aec211d705355cb0b019398,2023-10,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
1a748002910d17c2da2644f755985b51a94f747d9866f37622521fc17057d644,2023-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
4e7cc02662f19d42811b18f0653165f325c90aa517e4cc25c239f34108b95352,2023-10,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
b431a8d9abdba01ba7b19cf7acca644738160f0c04e2c592089fa7ef86716bba,2023-10,City of London Police,City of London Police,-0.084910,51.512588,On or near Bell Inn Yard,E01032739,City of London 001F,Unable to prosecute suspect
c55f35b9b728fefcba0bce7f8f3a00bd8c835ed115dcd83ad2ff6f6b7b113667,2023-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
089e44559d5fb8315388937d4dcc36ee6640f162ee91aeb8cd78228ffd97df94,2023-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
e86ceff5b914080c652f340762a45391871b13ad48095d54320640b0aa4de60f,2023-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
8084a7cb0dc1a5262c31b1a96a7f9349381eb17cbab623c2521229589e7f769f,2023-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
2ca6f2269498de530e3b44ed4728f8946b6dd107095140dc3d0e55071c4e0a96,2023-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
07c3618ce62758e68d0528fa961d40bb714b0aa1b3aff4b38c58e382d9a88d6c,2023-10,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
b8a7278927e7e8f1143af0b53fe5cafbf845207aaea09e1dddeb21008761c683,2023-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
5d40f51ce3c3c5231583e08e7eaf266385e9a3d7c54d17534b4a376dde7aed42,2023-10,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
b1ee90abe2dd3a3fbf9cc0f883c08f8639056262650cb0871ccc23f25411a341,2023-10,City of London Police,City of London Police,,,No location,,,Formal action is not in the public interest
9197c76e02185ae041d7f16c6b82e77e79cb8e709eeeaa5513f747a8b6740ee1,2023-10,City of London Police,City of London Police,,,No location,,,Unable to prosecute suspect
825f6da213d9d6cde07dd4ff8a57e8152333c4cd22680f4e27930b19319a3a83,2023-10,City of London Police,City of London Police,,,No location,,,Formal action is not in the public interest
94d65c7b26a96930380371ca4f4dda87591caddabd8105941fd0c631df7fffc4,2023-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
c9e9af82dc66ac77afba93131307ee1330a7c40ded0a3050af41ceb038a63a26,2023-10,City of London Police,City of London Police,-0.078783,51.515383,On or near Houndsditch,E01000005,City of London 001E,Suspect charged
d0e99c8bc322ba5a9516dadabc33cddfc1a83a945ed3e83dab880a820552f340,2023-10,City of London Police,City of London Police,,,No location,,,Suspect charged
9a8c5ec1da2a6c60005e604a916cac74bf81acc39dc1782e1e0a181001c3220f,2023-10,City of London Police,City of London Police,-0.112939,51.518231,On or near SOUTHAMPTON BUILDINGS,E01032740,City of London 001G,Suspect charged
745560fb50bfe22f4b65ff8b15be1e40bbe64c885fb0346ad0bfe7817878eb0f,2023-10,City of London Police,City of London Police,-0.084754,51.512882,On or near Corbet Court,E01032739,City of London 001F,Suspect charged
225bc2f743497fe3f3ae18783dd9399685cf5c55fb3cf1191bf324a74fc15842,2023-10,City of London Police,City of London Police,-0.088586,51.506722,On or near Conference/Exhibition Centre,E01003929,Southwark 002B,Suspect charged
acc32c48ff81e127804ede58927bc76bd6c2b5eb652cb6035f065fd5f0af9426,2023-10,City of London Police,City of London Police,-0.112953,51.518231,On or near Southampton Buildings,E01032740,City of London 001G,Suspect charged
8cdd25c5b79ee77f8a382e25a02520fd92c5d020bc0861d19bf19697ab6a561a,2023-10,City of London Police,City of London Police,-0.091823,51.514427,On or near Ironmonger Lane,E01032739,City of London 001F,Suspect charged
c5e2aeeb5e16658d087e07c244ba387c7a88c7380e7415989d0927f1bbfdd12a,2023-10,City of London Police,City of London Police,-0.081902,51.517296,On or near Liverpool Street,E01032739,City of London 001F,Suspect charged
d150d623314afc5db6d97f61f39daf76c4d65678a8adfa91751356618a11428a,2023-10,City of London Police,City of London Police,-0.079883,51.517326,On or near New Street,E01032739,City of London 001F,Suspect charged
6cd0cd06a0ee919c4a4411795276b43ee688e4f93ab8c54347b53d0dca47250b,2023-10,City of London Police,City of London Police,-0.101589,51.513515,On or near Ludgate Square,E01032739,City of London 001F,Suspect charged
3fdc94cb473832a6d0b94ed1c38b34c50403f3a74bca5f158602923cae51474c,2023-10,City of London Police,City of London Police,-0.078755,51.518440,On or near Artillery Lane,E01032739,City of London 001F,Suspect charged
ab018d1361d304c5fc7bca971e04ccf8088e8c912b6a1acc82cf1c22cdbd8474,2023-10,City of London Police,City of London Police,-0.097291,51.514626,On or near Supermarket,E01032739,City of London 001F,Suspect charged
3dacf2b6042edde80858a6355176b455a57124b23b541c118229f0e519489aab,2023-10,City of London Police,City of London Police,-0.079907,51.517785,On or near Victoria Avenue,E01032739,City of London 001F,Suspect charged
9a8c5ec1da2a6c60005e604a916cac74bf81acc39dc1782e1e0a181001c3220f,2023-10,City of London Police,City of London Police,-0.112939,51.518231,On or near SOUTHAMPTON BUILDINGS,E01032740,City of London 001G,Suspect charged
986859d021982c87d5bab58ec5e81ed19b9983c12b8685713cd93d930b8343aa,2023-10,City of London Police,City of London Police,-0.079883,51.517326,On or near New Street,E01032739,City of London 001F,Local resolution
c403374567957829a3e4f0486e8aae54140f2a58b4428b75cd491a96df469bae,2023-10,City of London Police,City of London Police,-0.101292,51.514770,On or near Amen Court,E01032739,City of London 001F,Suspect charged
1053e80589101e5ad8a0f1eaf95fb298fffc0779abae31077bcb2c7a33c65e46,2023-10,City of London Police,City of London Police,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Suspect charged
1053e80589101e5ad8a0f1eaf95fb298fffc0779abae31077bcb2c7a33c65e46,2023-10,City of London Police,City of London Police,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Suspect charged
9963804359fffeeb9063109c37d49e4ce4d5fb798b91244092d07f5ddd2b1653,2023-10,City of London Police,City of London Police,-0.102134,51.513929,On or near Ludgate Hill,E01032739,City of London 001F,Suspect charged
00579b52d70d87e806f9393900c92454641e28a6679cf2879ad7761ab77675d3,2023-10,City of London Police,City of London Police,-0.105131,51.513941,On or near Bride Lane,E01032740,City of London 001G,Suspect charged
2343a83a68702c43042a3811df522ea0b7a55ccac22820dd98d6fd88ff74920e,2023-10,City of London Police,City of London Police,-0.097291,51.514626,On or near Supermarket,E01032739,City of London 001F,Offender given a caution
e0136fc7ef296cea0765a04693fa9491a9e030d8138969255533ffe14a96dc91,2023-10,City of London Police,City of London Police,-0.088785,51.517102,On or near Moorgate,E01032739,City of London 001F,Suspect charged
2831b3ff2b7e6fc0cc362ae4e10a3a4b86bb2c7807a484f614cdedbdbcc7bfcf,2023-10,City of London Police,City of London Police,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Suspect charged
c08e1717ddce0057d538cd173e832c2033fb63c0c3fbf8e297e5196f0cfe35b8,2023-10,City of London Police,City of London Police,-0.112953,51.518231,On or near Southampton Buildings,E01032740,City of London 001G,Suspect charged
cdf425e190433d266760a9c94615cbb8556a8fbf757b1d971f6c637a4f57f547,2023-10,City of London Police,City of London Police,-0.078278,51.513666,On or near Mitre Street,E01032739,City of London 001F,Suspect charged
cdf425e190433d266760a9c94615cbb8556a8fbf757b1d971f6c637a4f57f547,2023-10,City of London Police,City of London Police,-0.078278,51.513666,On or near Mitre Street,E01032739,City of London 001F,Suspect charged
8aa7981bda1b52f359c884cbbad3dba97442029662c04f4d6f5e96faca3c54b6,2023-10,City of London Police,City of London Police,-0.101292,51.514770,On or near Amen Court,E01032739,City of London 001F,Suspect charged
602682b0ab8ce591a0aa58d19e173228b7a5ec16c33d090936e54c285e5a745b,2023-10,City of London Police,City of London Police,-0.101359,51.518700,On or near Parking Area,E01032740,City of London 001G,Suspect charged
74228fcc7d2a941a2d6ab321d637b8a540185836c66ab5fc6ecc4317b7719af4,2023-10,City of London Police,City of London Police,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Suspect charged
a29bfc3fa3adba824f265f01a668fcc34dcbf3297b3274986f231a440b2400d8,2023-10,City of London Police,City of London Police,-0.079521,51.511196,On or near New London Street,E01032739,City of London 001F,Suspect charged
61d67c1e804345613c33719a84a9733439bfa6b551b04569fc049291d6e42578,2023-10,City of London Police,City of London Police,-0.101963,51.510761,On or near Ferry Terminal,E01032739,City of London 001F,Suspect charged
c79bfe127a442813ff15c6b90489c560d7f09b933e3689569290561b1213234b,2023-10,City of London Police,City of London Police,-0.079838,51.514267,On or near Bury Street,E01032739,City of London 001F,Suspect charged
8a5537301d08ce50e0e4e05816c1f1aa64ae333c29eaabd97dd307b190a1f894,2023-10,City of London Police,City of London Police,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Suspect charged
e0876c52cdc8c970383df0c89183482832d64e04b0dced87fe4cda2f7bbfc045,2023-10,City of London Police,City of London Police,-0.091540,51.511896,On or near Cannon Street,E01032739,City of London 001F,Suspect charged
bcfa8000d2b2e20a473f370eec9c618f940d655df6de7aaf1467a8435c27984d,2023-10,City of London Police,City of London Police,-0.079907,51.517785,On or near Victoria Avenue,E01032739,City of London 001F,Suspect charged
23b98484f6b390ad467cece88a82514b984f3ea4b623cec287b67123a3a56eae,2023-10,City of London Police,City of London Police,-0.097291,51.514626,On or near Supermarket,E01032739,City of London 001F,Suspect charged
dd280d53ea54c86137cc9d6d24dc7f93a7024d5846c2c58f32746a1ef4cc2aab,2023-10,City of London Police,City of London Police,-0.076145,51.512642,On or near India Street,E01000005,City of London 001E,Offender given a drugs possession warning
a57031421760b0ec29b56ed5a4aa14c5cca1525c6b86e8d08ca79eeb3b2e3660,2023-10,City of London Police,City of London Police,-0.081643,51.510070,On or near Great Tower Street,E01032739,City of London 001F,Suspect charged
1eae362cc76e6b157f11369cae09b03883d4613273436b790de112008354ce15,2023-10,City of London Police,City of London Police,-0.091540,51.511896,On or near Cannon Street,E01032739,City of London 001F,Suspect charged
8450d9e5d56569652c62609cea2334125bf6e9b91529e111e70dea0d6dc8bbd8,2023-10,City of London Police,City of London Police,-0.100888,51.514448,On or near Amen Corner,E01032739,City of London 001F,Suspect charged
57c9fb8f85abc760d7a6dcfabc4f184bf28e1d3f8b95c79c3a1ea399c7932022,2023-10,City of London Police,City of London Police,-0.088785,51.517102,On or near Moorgate,E01032739,City of London 001F,Suspect charged
e823ec72c0711a4f3ceb39d4e95cc757d91f22b33e57e6a1bdba277c7f07d2c0,2023-10,City of London Police,City of London Police,,,No location,,,Suspect charged
8c4f162c0bcd53a96bfd5c55340e68163749bbd66ac72e73885ebecb00c12c57,2023-10,City of London Police,City of London Police,-0.075603,51.519193,On or near Shopping Area,E01004307,Tower Hamlets 015B,Suspect charged
28bffdcbf4c3fce13fbcda8068f0dbe97d740972d4222d8a337b7e878c8bd1e9,2023-10,City of London Police,City of London Police,-0.086815,51.517007,On or near Circus Place,E01032739,City of London 001F,Suspect charged
d82c6d94afe1670bc61e9e5581a71d9811d9e61aba5a95405a20f1e5f5e08f0d,2023-10,City of London Police,City of London Police,-0.081643,51.510070,On or near Great Tower Street,E01032739,City of London 001F,Suspect charged
42329241e69b5f8212c2c03cdf304c936bc17ffb3c3c7db09c72d13a7e31e639,2023-10,City of London Police,City of London Police,-0.084844,51.509700,On or near Monument Street,E01032739,City of London 001F,Suspect charged
e4a59cf897e39e5fb3be922a510c11daf74657b8bffc583bca405ca5850fe45c,2023-10,City of London Police,City of London Police,-0.075603,51.519193,On or near Shopping Area,E01004307,Tower Hamlets 015B,Suspect charged
4fa8a46433be91d4405bfc503fea5ab1789366ce430576487eed5521f7aaebcf,2023-10,City of London Police,City of London Police,-0.096114,51.520747,On or near Park/Open Space,E01000003,City of London 001C,Offender given a drugs possession warning
1aedea7edd5830aece0a1e54a810842d3fb49c6627cd00663db812bf48455de5,2023-10,City of London Police,City of London Police,-0.079907,51.517785,On or near Victoria Avenue,E01032739,City of London 001F,Offender given a drugs possession warning
19f79a730cce59491acaafd2e16f1622224dc5a9c1b6be74420b32e71303ae43,2023-10,City of London Police,City of London Police,-0.085089,51.512105,On or near Gracechurch Street,E01032739,City of London 001F,Suspect charged
5d47f1b0b11be76cfc4a5fad4b503201e5179a07d0b416d3cb1c5b840030f8b4,2023-10,City of London Police,City of London Police,-0.084836,51.511939,On or near Shopping Area,E01032739,City of London 001F,Offender given a caution
5d47f1b0b11be76cfc4a5fad4b503201e5179a07d0b416d3cb1c5b840030f8b4,2023-10,City of London Police,City of London Police,-0.084836,51.511939,On or near Shopping Area,E01032739,City of London 001F,Offender given a caution
f1a017a14b17d715857ced1c8a58aa4b69633a0ef8b66e61d5db7211f55442c9,2023-10,City of London Police,City of London Police,-0.081643,51.510070,On or near Great Tower Street,E01032739,City of London 001F,Suspect charged
03a38be7ab624c46a88169963bc44a1aa5a2c158c42277c7a0fd55d5478ae4a6,2023-10,City of London Police,City of London Police,-0.101589,51.513515,On or near Ludgate Square,E01032739,City of London 001F,Suspect charged
03a38be7ab624c46a88169963bc44a1aa5a2c158c42277c7a0fd55d5478ae4a6,2023-10,City of London Police,City of London Police,-0.101589,51.513515,On or near Ludgate Square,E01032739,City of London 001F,Suspect charged
d5710586f970d998d64c329fe20226fd36c2858d28feb106c2ce14bbd845d2ea,2023-10,City of London Police,City of London Police,-0.094017,51.520901,On or near Theatre/Concert Hall,E01000003,City of London 001C,Suspect charged
4deea3c8930daec0390f4dac38d4353ba19906f7261734535f7b31649b3b19c0,2023-10,City of London Police,City of London Police,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Suspect charged
127c8e15f8b5aa4719bd69c0c6ef4e9dc03edaf4a1c2eac0573f9a185ded42b5,2023-10,City of London Police,City of London Police,-0.081113,51.516869,On or near Bishopsgate,E01032739,City of London 001F,Suspect charged
174caed14440358ba49ffc6c33d6c485bd94281f2632dcab41c3696cb94fa6e2,2023-10,City of London Police,City of London Police,-0.101292,51.514770,On or near Amen Court,E01032739,City of London 001F,Suspect charged
e91c61d1a9fbb434928fba2d8a0d55a2a9f2e933e44047b111bc50cb63f901cb,2023-10,City of London Police,City of London Police,-0.084836,51.511939,On or near Shopping Area,E01032739,City of London 001F,Suspect charged
288f8bf69d40c9404edf316eb7725fb427687de544f6079f32becee14f4a94a9,2023-10,City of London Police,City of London Police,-0.079907,51.517785,On or near Victoria Avenue,E01032739,City of London 001F,Suspect charged
2a42f5a6bc673c1f57b1d955ccc04975dbca52abcba96fc8101f1b1a59b9c9d6,2023-10,City of London Police,City of London Police,-0.074330,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Offender given a caution
2a42f5a6bc673c1f57b1d955ccc04975dbca52abcba96fc8101f1b1a59b9c9d6,2023-10,City of London Police,City of London Police,-0.074330,51.513647,On or near Little Somerset Street,E01000005,City of London 001E,Offender given a caution
f6251ac760f0c5bcbfc70184fe8b7efbbeea25da70caa4d7ea12b2b0e55c0c0a,2023-10,City of London Police,City of London Police,-0.085089,51.512105,On or near Gracechurch Street,E01032739,City of London 001F,Offender given a caution
f6251ac760f0c5bcbfc70184fe8b7efbbeea25da70caa4d7ea12b2b0e55c0c0a,2023-10,City of London Police,City of London Police,-0.085089,51.512105,On or near Gracechurch Street,E01032739,City of London 001F,Offender given a caution
e3fbf3675f8178daa6b16840f03ad1a1768e1f0350a2bdad6bd79d7ee7b03c8e,2023-10,City of London Police,City of London Police,-0.095224,51.513736,On or near Shopping Area,E01032739,City of London 001F,Suspect charged
b6ebe66826df779804b7daafd8a8ff808cd39841508100ef7b632f76966931f6,2023-10,City of London Police,City of London Police,-0.102538,51.517739,On or near Hosier Lane,E01032740,City of London 001G,Suspect charged
86e57b7d1f95ba5bda6cdb8c1070bd11410bec82ba56409dd7c71714fdcd5e95,2023-10,City of London Police,City of London Police,-0.089808,51.517461,On or near London Wall,E01032739,City of London 001F,Suspect charged
0728524c1db433e6abbc4e0bada276744f4fdc84a4eb954a079f83583b11a3c0,2023-10,City of London Police,City of London Police,-0.081902,51.517296,On or near Liverpool Street,E01032739,City of London 001F,Suspect charged
d0b97b2cade4645a1f4b485dcb21f220da8f9f62441a0e989d214577be350f4c,2023-10,City of London Police,City of London Police,-0.079127,51.509607,On or near Byward Street,E01032739,City of London 001F,Suspect charged
071d42ef495568e739bb3c58f02a5dc9e5a57e8027566a558ac74226c12c0f68,2023-10,City of London Police,City of London Police,-0.084844,51.509700,On or near Monument Street,E01032739,City of London 001F,Offender given a drugs possession warning
eb4f9b319c0f762ceb54bd41a4d74453a87690d1e52c341cacaedeb9474cecc0,2023-10,City of London Police,City of London Police,-0.085089,51.512105,On or near Gracechurch Street,E01032739,City of London 001F,Suspect charged
eb4f9b319c0f762ceb54bd41a4d74453a87690d1e52c341cacaedeb9474cecc0,2023-10,City of London Police,City of London Police,-0.085089,51.512105,On or near Gracechurch Street,E01032739,City of London 001F,Suspect charged
90b091679c33a912f2a43f100921169487628046f696d0df21d95b41a4910d69,2023-10,City of London Police,City of London Police,-0.086019,51.513631,On or near Finch Lane,E01032739,City of London 001F,Suspect charged
568d3d406d3ba1c706ff7d5cb1572b98a90b09decf7d47062bc39c6768689327,2023-10,City of London Police,City of London Police,,,No location,,,Suspect charged
3d9dc72fa40a7b695a084c4eef510fe629789f7338a0306f0b69c2b639cfae14,2023-10,City of London Police,City of London Police,,,No location,,,Suspect charged
936d132f571fa9947048764674e0ae1822ec1dd6ee13fcd54e8b787b5c9355f2,2023-10,City of London Police,City of London Police,-0.079883,51.517326,On or near New Street,E01032739,City of London 001F,Local resolution
2e7313d8e1c73156e36584c75c692324fcdcd8f85ae1e55672aebf913af013b0,2023-10,City of London Police,City of London Police,-0.106076,51.517239,On or near Conference/Exhibition Centre,E01032740,City of London 001G,Offender given a caution
3df262bce9f19ab62d1363114f93cfc17aefc8663ef0251ade620fbfd6751c2f,2023-10,City of London Police,City of London Police,-0.106076,51.517239,On or near Conference/Exhibition Centre,E01032740,City of London 001G,Offender given a caution
d352064b2f5d2a4387ad8010162c1c0a3f09e6bc7d50f69bc6d0dbd81b997d55,2023-10,City of London Police,City of London Police,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Suspect charged
0adb7065e2931af45c79d2c3ff2dde456e0c34b66d8240967a92e7c6e0662f72,2023-10,City of London Police,City of London Police,-0.090553,51.518948,On or near Moor Lane,E01000002,City of London 001B,Suspect charged
8e45f022e150a8c8ee6b406a4ec20c9ae0fb2967d331f24e5e8676547636d1be,2023-10,City of London Police,City of London Police,-0.097291,51.514626,On or near Supermarket,E01032739,City of London 001F,Suspect charged
8f5a83804a38cac2443a21c87e5c8eab58782395ff4799e5c4580887219af025,2023-10,City of London Police,City of London Police,-0.085089,51.512105,On or near Gracechurch Street,E01032739,City of London 001F,Offender given a caution
