ward_name,forecast,tier,officers_per_shift,month_num
Old Kent Road Ward,9.313733,Very High,17,7
Tooting Broadway Ward,9.298079,Very High,17,7
Ladywell Ward,9.295325,Very High,17,7
Willesden Green Ward,9.281936,Very High,17,7
Penge & Cator Ward,9.2410965,Very High,17,7
Waddon Ward,9.236489,Very High,17,7
Nunhead & Queen's Road Ward,9.230408,Very High,17,7
St. Mary Cray Ward,9.212136,Very High,17,7
Camden Town Ward,9.15208,Very High,17,7
Courtfield Ward,9.123831,Very High,17,7
South Acton Ward,9.101677,Very High,17,7
West Finchley Ward,9.054362,Very High,17,7
Colville Ward,8.986982,Very High,17,7
St. Paul's Cray Ward,8.969498,Very High,17,7
Bow West Ward,8.969168,Very High,17,7
East Acton Ward,8.950267,Very High,17,7
West Green Ward,8.936474,Very High,17,7
Stockwell West & Larkhall Ward,8.929412,Very High,17,7
Highbury Ward,8.92344,Very High,17,7
Uxbridge Ward,8.877055,Very High,17,7
Stratford Olympic Park Ward,8.866572,Very High,17,7
Regent's Park Ward (E05013668),8.84108,Very High,17,7
Brixton Rush Common Ward,8.77897,Very High,17,7
Faraday Ward,8.777149,Very High,17,7
Highgate Ward (E05013592),8.770735,Very High,17,7
Kilburn Ward (E05013665),8.7537155,Very High,17,7
Enfield Lock Ward,8.744579,Very High,17,7
Tottenham Central Ward,8.743978,Very High,17,7
Battersea Park Ward,8.724618,Very High,17,7
Forest Gate South Ward,8.646322,Very High,17,7
Mill Hill Ward,8.62272,Very High,17,7
Brixton North Ward,8.621036,Very High,17,7
Forest Hill Ward,8.620244,Very High,17,7
Hanger Hill Ward,8.588023,Very High,17,7
Perry Vale Ward,8.538468,Very High,17,7
St. Mary's & St. James' Ward,8.490212,Very High,17,7
Heathrow Villages Ward,8.481618,Very High,17,7
Hillrise Ward,8.450822,Very High,17,7
Friern Barnet Ward,8.388792,Very High,17,7
Cricklewood & Mapesbury Ward,8.388259,Very High,17,7
Surrey Docks Ward,8.377447,Very High,17,7
Canonbury Ward,8.370509,Very High,17,7
South Norwood Ward,8.314818,Very High,17,7
West Hendon Ward,8.311136,Very High,17,7
Clissold Ward,8.29089,Very High,17,7
Ealing Common Ward,8.213938,Very High,17,7
Rotherhithe Ward,8.212708,Very High,17,7
Hoe Street Ward,8.209961,Very High,17,7
Springfield Ward,8.201961,Very High,17,7
Cricklewood Ward,8.2017565,Very High,17,7
Roehampton Ward,8.153488,Very High,17,7
Oval Ward,8.148999,Very High,17,7
King's Cross Ward,8.140143,Very High,17,7
Purley & Woodcote Ward,8.099872,Very High,17,7
Roundwood Ward,8.099059,Very High,17,7
St. Katharine's & Wapping Ward,8.093503,Very High,17,7
Heaton Ward,8.06672,Very High,17,7
Knight's Hill Ward,8.061864,High,9,7
De Beauvoir Ward,8.055399,High,9,7
White Hart Lane Ward,8.050014,High,9,7
St. Peter's & Canalside Ward,8.023526,High,9,7
Chiswick Gunnersbury Ward,7.99063,High,9,7
Brondesbury Park Ward,7.9709935,High,9,7
Kennington Ward,7.9646926,High,9,7
Catford South Ward,7.9214206,High,9,7
Goose Green Ward,7.885267,High,9,7
Plumstead & Glyndon Ward,7.858566,High,9,7
Lavender Ward,7.8514256,High,9,7
Regent's Park Ward (E05013805),7.8363824,High,9,7
South Tottenham Ward,7.82998,High,9,7
Evelyn Ward,7.8265843,High,9,7
Canary Wharf Ward,7.8085046,High,9,7
West Putney Ward,7.7998557,High,9,7
Downham Ward,7.7990685,High,9,7
College Park & Old Oak Ward,7.786696,High,9,7
West Hampstead Ward,7.7667146,High,9,7
St. Mary's Ward,7.765678,High,9,7
Jubilee Ward,7.7629476,High,9,7
Arsenal Ward,7.748949,High,9,7
Thornton Heath Ward,7.726496,High,9,7
Streatham Hill West & Thornton Ward,7.693779,High,9,7
Laycock Ward,7.6822085,High,9,7
South Croydon Ward,7.639698,High,9,7
Tottenham Hale Ward,7.6370554,High,9,7
Crystal Palace & Upper Norwood Ward,7.6284637,High,9,7
Barnet Vale Ward,7.619899,High,9,7
Golborne Ward,7.6132736,High,9,7
Haselbury Ward,7.573423,High,9,7
Blackheath Ward,7.572492,High,9,7
Selhurst Ward,7.565496,High,9,7
South Richmond Ward,7.5553503,High,9,7
Telegraph Hill Ward,7.553132,High,9,7
Blackheath Westcombe Ward,7.4882674,High,9,7
Garden Suburb Ward,7.454705,High,9,7
Clapham Common & Abbeville Ward,7.4348598,High,9,7
Gooshays Ward,7.394727,High,9,7
Chiswick Homefields Ward,7.383984,High,9,7
Blackwall & Cubitt Town Ward,7.3817472,High,9,7
Belsize Ward,7.3750534,High,9,7
Lea Bridge Ward (E05013895),7.3598194,High,9,7
Wood End Ward,7.347245,High,9,7
Abbey Road Ward,7.3386617,High,9,7
Whitewebbs Ward,7.3223686,High,9,7
Custom House Ward,7.295555,High,9,7
Golders Green Ward,7.2660265,High,9,7
Holloway Ward,7.265534,High,9,7
Tufnell Park Ward,7.2557755,High,9,7
Ponders End Ward,7.241418,High,9,7
St. Pancras & Somers Town Ward,7.226339,High,9,7
Greenwich Park Ward,7.1700444,High,9,7
Hornsey Ward,7.1612587,High,9,7
Earl's Court Ward,7.1612577,High,9,7
Central Greenford Ward,7.1507196,High,9,7
Colham & Cowley Ward,7.144263,High,9,7
Westbourne Ward,7.143248,High,9,7
East Ham Ward,7.135244,High,9,7
Shaftesbury & Queenstown Ward,7.1274133,High,9,7
Shacklewell Ward,7.1164193,High,9,7
Ilford Town Ward,7.0868273,High,9,7
Crystal Palace & Anerley Ward,7.0850606,High,9,7
Mortlake & Barnes Common Ward,7.0461903,High,9,7
Clapham East Ward,7.0398035,High,9,7
East Putney Ward,7.024786,High,9,7
Plaistow West & Canning Town East Ward,7.016609,High,9,7
Crofton Park Ward,7.0096436,High,9,7
Hounslow Central Ward,7.003013,High,9,7
Caledonian Ward,6.995027,High,9,7
Harrow Road Ward,6.985176,High,9,7
Stroud Green Ward,6.979492,High,9,7
Redcliffe Ward,6.9560304,High,9,7
Valley Ward,6.955621,High,9,7
Kentish Town South Ward,6.945908,High,9,7
Maida Vale Ward,6.9439707,High,9,7
Welsh Harp Ward,6.9374747,High,9,7
Woodhouse Ward,6.9258027,High,9,7
Royal Hospital Ward,6.901449,High,9,7
Whalebone Ward,6.88839,High,9,7
Hayes Town Ward,6.8821096,High,9,7
Lewisham Central Ward,6.8777633,High,9,7
Bromley South Ward,6.8472905,High,9,7
Primrose Hill Ward,6.8219934,High,9,7
Forest Ward,6.820918,High,9,7
St. Dunstan's Ward,6.819601,High,9,7
Kew Ward,6.8008723,High,9,7
Church Street Ward,6.7447906,High,9,7
Little Venice Ward,6.738222,High,9,7
Addiscombe West Ward,6.7286763,High,9,7
Campden Ward,6.711624,High,9,7
Queensbury Ward,6.7079806,High,9,7
Shepherd's Bush Green Ward,6.6864023,High,9,7
Greenhill Ward,6.6852446,High,9,7
Goodmayes Ward,6.684875,High,9,7
Clapham Park Ward,6.674323,High,9,7
Fortune Green Ward,6.658505,High,9,7
Streatham Common & Vale Ward,6.6530886,High,9,7
East Barnet Ward,6.6415744,High,9,7
High Street Ward,6.63705,High,9,7
Leyton Ward,6.6177726,High,9,7
Pimlico North Ward,6.601657,High,9,7
Vauxhall Ward,6.6015053,High,9,7
Furzedown Ward,6.5691166,High,9,7
Seven Sisters Ward,6.562962,High,9,7
Ealing Broadway Ward,6.559805,High,9,7
Royal Victoria Ward,6.550658,High,9,7
Wandsworth Common Ward,6.51973,High,9,7
West Dulwich Ward,6.512356,High,9,7
Osterley & Spring Grove Ward,6.5119486,High,9,7
Lower Edmonton Ward,6.510648,High,9,7
Palmers Green Ward,6.501787,High,9,7
Pinkwell Ward,6.494624,High,9,7
Hammersmith Broadway Ward,6.4916096,High,9,7
South Hampstead Ward,6.4877524,High,9,7
Plaistow South Ward,6.486216,High,9,7
Beckton Ward,6.461939,High,9,7
Tooting Bec Ward,6.4590936,High,9,7
Leytonstone Ward,6.4401374,High,9,7
Valentines Ward,6.432707,High,9,7
Northolt Mandeville Ward,6.423916,High,9,7
Beckenham Town & Copers Cope Ward,6.4186015,High,9,7
Coningham Ward,6.413832,High,9,7
Dulwich Wood Ward,6.405323,High,9,7
Woodside Ward (E05013605),6.4045615,High,9,7
Norwood Green Ward,6.390716,High,9,7
Barnsbury Ward,6.3811326,High,9,7
Haverstock Ward,6.36872,High,9,7
Newington Ward,6.368136,High,9,7
Gospel Oak Ward,6.360069,High,9,7
Southfield Ward,6.359132,High,9,7
East Ham South Ward,6.347156,High,9,7
Southbury Ward,6.3454213,High,9,7
Walpole Ward,6.313077,High,9,7
Eastbury Ward,6.3056602,High,9,7
Abingdon Ward,6.298016,High,9,7
Bromley Town Ward,6.2543483,High,9,7
Munster Ward,6.2524724,High,9,7
West Drayton Ward,6.240297,High,9,7
Colliers Wood Ward,6.2319307,High,9,7
Stanley Ward,6.2264285,High,9,7
East Sheen Ward,6.223808,Medium,6,7
Town Ward,6.223079,Medium,6,7
Shadwell Ward,6.203957,Medium,6,7
Abbey Wood Ward,6.185404,Medium,6,7
Goresbrook Ward,6.1760902,Medium,6,7
Village Ward (E05014070),6.173843,Medium,6,7
Peckham Ward,6.168939,Medium,6,7
Aldborough Ward,6.1497626,Medium,6,7
Queen's Park Ward,6.141676,Medium,6,7
Lee Green Ward,6.138917,Medium,6,7
Yiewsley Ward,6.127956,Medium,6,7
Wanstead Village Ward,6.127495,Medium,6,7
Belmore Ward,6.1258345,Medium,6,7
Bullsmoor Ward,6.114783,Medium,6,7
Maryland Ward,6.112267,Medium,6,7
Clock House Ward,6.1103287,Medium,6,7
Grove Park Ward,6.1084776,Medium,6,7
Carterhatch Ward,6.106534,Medium,6,7
Dulwich Village Ward,6.1024537,Medium,6,7
Bromley North Ward,6.083368,Medium,6,7
Greenwich Creekside Ward,6.064237,Medium,6,7
Fulham Town Ward,6.0608706,Medium,6,7
Valence Ward,6.0525784,Medium,6,7
Hanworth Village Ward,6.0161715,Medium,6,7
Myatt's Fields Ward,6.0143633,Medium,6,7
South Balham Ward,6.000454,Medium,6,7
Colindale South Ward,5.9920683,Medium,6,7
East Finchley Ward,5.9913483,Medium,6,7
Stockwell East Ward,5.988461,Medium,6,7
Vincent Square Ward,5.982784,Medium,6,7
Cann Hall Ward,5.981023,Medium,6,7
Chislehurst Ward,5.9674497,Medium,6,7
St. Martin's Ward,5.9656525,Medium,6,7
Falconbrook Ward,5.963475,Medium,6,7
West Kensington Ward,5.935369,Medium,6,7
Greenford Broadway Ward,5.9249606,Medium,6,7
Woodside Ward (E05011489),5.917712,Medium,6,7
Bensham Manor Ward,5.913343,Medium,6,7
Hounslow West Ward,5.9077044,Medium,6,7
Kenton Ward,5.882042,Medium,6,7
Belvedere Ward,5.8815274,Medium,6,7
Northolt West End Ward,5.8772273,Medium,6,7
Brunswick Park Ward,5.8716173,Medium,6,7
Kingston Town Ward,5.857785,Medium,6,7
St. George's Ward,5.8568673,Medium,6,7
Fortis Green Ward,5.8506136,Medium,6,7
Walham Green Ward,5.84308,Medium,6,7
Syon & Brentford Lock Ward,5.8355412,Medium,6,7
Southgate Ward,5.8279757,Medium,6,7
Rush Green & Crowlands Ward,5.818544,Medium,6,7
Loxford Ward,5.805705,Medium,6,7
New Cross Gate Ward,5.8042955,Medium,6,7
Pembridge Ward,5.790579,Medium,6,7
Perivale Ward,5.7897983,Medium,6,7
Hanwell Broadway Ward,5.7838573,Medium,6,7
Woodberry Down Ward,5.7823796,Medium,6,7
Woolwich Arsenal Ward,5.769734,Medium,6,7
West Hill Ward,5.752885,Medium,6,7
Woolwich Common Ward,5.750084,Medium,6,7
Queen's Gate Ward,5.735632,Medium,6,7
Brentford East Ward,5.731578,Medium,6,7
Eltham Town & Avery Hill Ward,5.717507,Medium,6,7
Stepney Green Ward,5.714874,Medium,6,7
Canning Town North Ward,5.7102656,Medium,6,7
Fulham Reach Ward,5.7041407,Medium,6,7
Streatham Hill East Ward,5.691805,Medium,6,7
Chadwell Ward,5.682349,Medium,6,7
Bush Hill Park Ward,5.6788645,Medium,6,7
Totteridge & Woodside Ward,5.659718,Medium,6,7
Highgate Ward (E05013661),5.6566057,Medium,6,7
Pitshanger Ward,5.655836,Medium,6,7
Higham Hill Ward,5.64299,Medium,6,7
Larkswood Ward,5.6278696,Medium,6,7
Holland Ward,5.6129084,Medium,6,7
Ruislip Ward,5.6091137,Medium,6,7
North Richmond Ward,5.6078725,Medium,6,7
Plaistow North Ward,5.5739737,Medium,6,7
Barkingside Ward,5.565889,Medium,6,7
Chiswick Riverside Ward,5.55665,Medium,6,7
Whetstone Ward,5.550321,Medium,6,7
King's Park Ward,5.5383224,Medium,6,7
South Woodford Ward,5.5338593,Medium,6,7
North Hanwell Ward,5.5226707,Medium,6,7
Village Ward (E05013825),5.5081377,Medium,6,7
Erith Ward,5.4929824,Medium,6,7
Southall Green Ward,5.4908986,Medium,6,7
Muswell Hill Ward,5.489537,Medium,6,7
Kelsey & Eden Park Ward,5.4823756,Medium,6,7
Palace & Hurlingham Ward,5.476576,Medium,6,7
Parsloes Ward,5.4616675,Medium,6,7
Churchfields Ward,5.4582696,Medium,6,7
Hainault Ward,5.427105,Medium,6,7
Little Ilford Ward,5.406583,Medium,6,7
Arnos Grove Ward,5.4031262,Medium,6,7
Wandle Ward (E05014026),5.3918996,Medium,6,7
Wembley Hill Ward,5.389978,Medium,6,7
Hounslow Heath Ward,5.3777013,Medium,6,7
Fullwell Ward,5.3767223,Medium,6,7
St. Margarets & North Twickenham Ward,5.3453465,Medium,6,7
Hermitage & Gardens Ward,5.328706,Medium,6,7
Yeading Ward,5.319511,Medium,6,7
Chadwell Heath Ward,5.302702,Medium,6,7
Royal Albert Ward,5.3005457,Medium,6,7
William Morris Ward,5.2996683,Medium,6,7
Bedfont Ward,5.288102,Medium,6,7
Trinity Ward,5.2683954,Medium,6,7
Heston Central Ward,5.26803,Medium,6,7
Limehouse Ward,5.2642303,Medium,6,7
Northcote Ward,5.2586417,Medium,6,7
North Greenford Ward,5.2388473,Medium,6,7
Bellingham Ward,5.233765,Medium,6,7
Edgware Ward (E05013545),5.2156076,Medium,6,7
Ravenscourt Ward,5.2020316,Medium,6,7
Cranbrook Ward,5.2002006,Medium,6,7
Cranford Ward,5.187279,Medium,6,7
Chapel End Ward,5.1709566,Medium,6,7
Alperton Ward,5.168976,Medium,6,7
South Ruislip Ward,5.1518106,Medium,6,7
Grove Ward,5.1446495,Medium,6,7
Bounds Green Ward,5.133733,Medium,6,7
Petts Wood & Knoll Ward,5.1248946,Medium,6,7
Gipsy Hill Ward,5.1022205,Medium,6,7
Mayesbrook Ward,5.0761495,Medium,6,7
Rainham & Wennington Ward,5.0756955,Medium,6,7
Wimbledon Park Ward,5.067403,Medium,6,7
Brentford West Ward,5.046426,Medium,6,7
Northfield Ward,5.04136,Medium,6,7
Cazenove Ward,5.0158305,Medium,6,7
Dulwich Hill Ward,5.0101733,Medium,6,7
St. Ann's Ward,4.9980536,Medium,6,7
Camden Square Ward,4.9845743,Medium,6,7
Brownswood Ward,4.9702945,Medium,6,7
Addison Ward,4.966064,Medium,6,7
Barnes Ward,4.9388623,Medium,6,7
Woolwich Dockyard Ward,4.9285274,Medium,6,7
Wall End Ward,4.9221864,Medium,6,7
Northbury Ward,4.8997636,Medium,6,7
Twickenham Riverside Ward,4.897213,Medium,6,7
Brook Green Ward,4.89062,Medium,6,7
High Barnet Ward,4.8859572,Medium,6,7
Eastcote Ward,4.883283,Low,3,7
Manor Park Ward,4.8818398,Low,3,7
West Ham Ward,4.877491,Low,3,7
Orpington Ward,4.873175,Low,3,7
Longbridge Ward,4.8674316,Low,3,7
Avonmore Ward,4.863513,Low,3,7
Bickley & Sundridge Ward,4.8622894,Low,3,7
Hounslow East Ward,4.8608637,Low,3,7
Roxeth Ward,4.8388395,Low,3,7
Cockfosters Ward,4.8331985,Low,3,7
Heston West Ward,4.8273892,Low,3,7
Plumstead Common Ward,4.8202486,Low,3,7
Charlton Village & Riverside Ward,4.798916,Low,3,7
Chelsea Riverside Ward,4.793994,Low,3,7
Ickenham & South Harefield Ward,4.791359,Low,3,7
Hatch Lane & Highams Park North Ward,4.786144,Low,3,7
Notting Dale Ward,4.7792144,Low,3,7
Heston East Ward,4.7566867,Low,3,7
Wood Street Ward,4.750799,Low,3,7
Squirrels Heath Ward,4.7506347,Low,3,7
Sands End Ward,4.730963,Low,3,7
New Southgate Ward,4.7195807,Low,3,7
Stanmore Ward,4.7122264,Low,3,7
Grove Green Ward,4.6832933,Low,3,7
Lillie Ward,4.6679096,Low,3,7
Canning Town South Ward,4.661654,Low,3,7
Havering-atte-Bower Ward,4.6433325,Low,3,7
Norbury & Pollards Hill Ward,4.6259212,Low,3,7
Poplar Ward,4.6124473,Low,3,7
Harrow Weald Ward,4.609463,Low,3,7
St. Helen's Ward,4.604529,Low,3,7
Kentish Town North Ward,4.6041346,Low,3,7
Hampstead Town Ward,4.56605,Low,3,7
Barnhill Ward,4.5499034,Low,3,7
Feltham West Ward,4.5421753,Low,3,7
New Malden Village Ward,4.5323977,Low,3,7
Upper Walthamstow Ward,4.522607,Low,3,7
Colindale North Ward,4.5171785,Low,3,7
Abbey Ward (E05014053),4.509258,Low,3,7
Kingsbury Ward,4.5074754,Low,3,7
Feltham North Ward,4.492983,Low,3,7
St. James Ward,4.485877,Low,3,7
Alexandra Park Ward,4.4741054,Low,3,7
Bowes Ward,4.4708786,Low,3,7
Clayhall Ward,4.4692855,Low,3,7
"Mottingham, Coldharbour & New Eltham Ward",4.4672966,Low,3,7
Chingford Green Ward,4.456145,Low,3,7
Becontree Ward,4.4431777,Low,3,7
Pinner Ward,4.4077787,Low,3,7
Barking Riverside Ward,4.3971167,Low,3,7
Peckham Rye Ward,4.3792973,Low,3,7
Elm Park Ward,4.378935,Low,3,7
Preston Ward,4.3700113,Low,3,7
St. Edward's Ward,4.3679056,Low,3,7
Bromley Common & Holwood Ward,4.35977,Low,3,7
Hampton Ward,4.3536797,Low,3,7
Southall Broadway Ward,4.342527,Low,3,7
Lady Margaret Ward,4.3376446,Low,3,7
Sutton Central Ward,4.3178296,Low,3,7
Edgwarebury Ward,4.3112793,Low,3,7
Cricket Green Ward,4.3035336,Low,3,7
Headstone Ward,4.3018217,Low,3,7
South Hornchurch Ward,4.2929115,Low,3,7
Charlton Hornfair Ward,4.2881885,Low,3,7
Abbey Ward (E05013810),4.2838073,Low,3,7
Champion Hill Ward,4.2766037,Low,3,7
Beam Ward,4.270423,Low,3,7
Hampton Wick & South Teddington Ward,4.2615485,Low,3,7
West Twickenham Ward,4.248188,Low,3,7
Island Gardens Ward,4.241581,Low,3,7
Highfield Ward,4.236261,Low,3,7
Dormers Wells Ward,4.2150993,Low,3,7
Crayford Ward,4.2106886,Low,3,7
Frognal Ward,4.2103167,Low,3,7
Plaistow Ward,4.208052,Low,3,7
Newbury Ward,4.1753263,Low,3,7
Bridge Ward (E05011236),4.1649957,Low,3,7
Isleworth Ward,4.162374,Low,3,7
Green Street East Ward,4.146222,Low,3,7
Ridgeway Ward,4.1441474,Low,3,7
Mayfield Ward,4.1419964,Low,3,7
St. Andrew's Ward,4.137925,Low,3,7
Addiscombe East Ward,4.1362085,Low,3,7
Alibon Ward,4.121243,Low,3,7
Southfields Ward,4.1206675,Low,3,7
Wendell Park Ward,4.115047,Low,3,7
Figge's Marsh Ward,4.101,Low,3,7
Sutton South Ward,4.1008477,Low,3,7
Slade Green & Northend Ward,4.0987043,Low,3,7
Streatham Wells Ward,4.095569,Low,3,7
White City Ward,4.090793,Low,3,7
Sidcup Ward,4.0805626,Low,3,7
Beddington Ward,4.0695324,Low,3,7
Norbury Park Ward,4.0646,Low,3,7
Gascoigne Ward,4.041978,Low,3,7
Harold Wood Ward,4.039302,Low,3,7
Markhouse Ward,4.02549,Low,3,7
Raynes Park Ward,4.0180807,Low,3,7
New Addington South Ward,4.0101595,Low,3,7
Northwood Ward,4.0083985,Low,3,7
Northwood Hills Ward,3.998953,Low,3,7
St. Helier Ward,3.9975653,Low,3,7
Hillingdon East Ward,3.9924028,Low,3,7
Fulwell & Hampton Hill Ward,3.9917867,Low,3,7
Wormholt Ward,3.9783394,Low,3,7
Parsons Green & Sandford Ward,3.9743774,Low,3,7
Stamford Hill West Ward,3.9615145,Low,3,7
Hounslow South Ward,3.9357972,Low,3,7
Boleyn Ward,3.9320638,Low,3,7
West Thamesmead Ward,3.9317048,Low,3,7
"Ham, Petersham & Richmond Riverside Ward",3.9314167,Low,3,7
Forest Gate North Ward,3.9282298,Low,3,7
Mawneys Ward,3.926872,Low,3,7
Norland Ward,3.9241965,Low,3,7
Hale End & Highams Park South Ward,3.9231677,Low,3,7
Centenary Ward,3.9025958,Low,3,7
Pinner South Ward,3.9000854,Low,3,7
Mottingham Ward,3.8629546,Low,3,7
Teddington Ward,3.8614578,Low,3,7
Underhill Ward,3.8609664,Low,3,7
Grange Park Ward,3.85826,Low,3,7
Kenton East Ward,3.8506117,Low,3,7
Fairlop Ward,3.8504257,Low,3,7
Northwick Park Ward,3.8447957,Low,3,7
Wallington North Ward,3.8324823,Low,3,7
Cathall Ward,3.8281143,Low,3,7
Pimlico South Ward,3.8272321,Low,3,7
Shooters Hill Ward,3.7989132,Low,3,7
Winchmore Hill Ward,3.7974434,Low,3,7
Merton Park Ward,3.7932096,Low,3,7
Dalgarno Ward,3.7894726,Low,3,7
Wimbledon Town & Dundonald Ward,3.7808492,Low,3,7
Marlborough Ward,3.7801418,Low,3,7
Hylands & Harrow Lodge Ward,3.767011,Low,3,7
Shirley North Ward,3.7627072,Low,3,7
St. Helier West Ward,3.7575002,Low,3,7
Whitton Ward,3.74789,Low,3,7
Graveney Ward,3.7378836,Low,3,7
Seven Kings Ward,3.7255166,Low,3,7
Green Street West Ward,3.70044,Low,3,7
Coulsdon Town Ward,3.6890407,Low,3,7
Pollards Hill Ward,3.684961,Very Low,1,7
Carshalton Central Ward,3.67327,Very Low,1,7
Longthornton Ward,3.646729,Very Low,1,7
Shortlands & Park Langley Ward,3.6433427,Very Low,1,7
Hayes & Coney Hall Ward,3.6380272,Very Low,1,7
South Twickenham Ward,3.6232374,Very Low,1,7
Wallington South Ward,3.619316,Very Low,1,7
Kidbrooke Park Ward,3.6033423,Very Low,1,7
Thamesmead Moorings Ward,3.6020596,Very Low,1,7
Thamesmead East Ward,3.5903516,Very Low,1,7
Coombe Hill Ward,3.5771353,Very Low,1,7
Norbiton Ward,3.5549207,Very Low,1,7
Marshalls & Rise Park Ward,3.5517142,Very Low,1,7
Wandle Ward (E05013826),3.550073,Very Low,1,7
West Wickham Ward,3.5375483,Very Low,1,7
Hampton North Ward,3.4877195,Very Low,1,7
Hanworth Park Ward,3.4873261,Very Low,1,7
Heath Ward,3.4670944,Very Low,1,7
Shirley South Ward,3.438716,Very Low,1,7
Wealdstone North Ward,3.436,Very Low,1,7
Wembley Central Ward,3.4330244,Very Low,1,7
Upminster Ward,3.4101043,Very Low,1,7
Bexleyheath Ward,3.3853106,Very Low,1,7
Cannon Hill Ward,3.3612118,Very Low,1,7
Ravensbury Ward,3.3606548,Very Low,1,7
Sanderstead Ward,3.32673,Very Low,1,7
Monkhams Ward,3.3032668,Very Low,1,7
Purley Oaks & Riddlesdown Ward,3.2881672,Very Low,1,7
Kidbrooke Village & Sutcliffe Ward,3.2636077,Very Low,1,7
Cheam Ward,3.2627099,Very Low,1,7
Endlebury Ward,3.260704,Very Low,1,7
Heathfield Ward,3.2593553,Very Low,1,7
Harrow on the Hill Ward,3.2470994,Very Low,1,7
Charville Ward,3.2389052,Very Low,1,7
St. Alban's Ward,3.2172687,Very Low,1,7
Nine Elms Ward,3.211852,Very Low,1,7
Wanstead Park Ward,3.1786768,Very Low,1,7
East Wickham Ward,3.1738942,Very Low,1,7
Canons Ward,3.1650782,Very Low,1,7
Sudbury Ward,3.1068814,Very Low,1,7
Eltham Page Ward,3.105573,Very Low,1,7
Hillingdon West Ward,3.1012738,Very Low,1,7
Sutton North Ward,3.0788941,Very Low,1,7
Middle Park & Horn Park Ward,3.0730221,Very Low,1,7
St. Mark's & Seething Wells Ward,3.0680294,Very Low,1,7
The Wrythe Ward,3.0258193,Very Low,1,7
Hatch End Ward,3.0242605,Very Low,1,7
Clementswood Ward,3.0169861,Very Low,1,7
Tolworth Ward,3.0164828,Very Low,1,7
Coombe Vale Ward,3.0044506,Very Low,1,7
Wembley Park Ward,2.9964418,Very Low,1,7
Surbiton Hill Ward,2.9750454,Very Low,1,7
Oakwood Ward,2.959846,Very Low,1,7
South Beddington & Roundshaw Ward,2.9556942,Very Low,1,7
Plashet Ward,2.9530017,Very Low,1,7
Ruislip Manor Ward,2.9176044,Very Low,1,7
Chelsfield Ward,2.9076939,Very Low,1,7
Eltham Park & Progress Ward,2.8995216,Very Low,1,7
Thames View Ward,2.877832,Very Low,1,7
Beam Park Ward,2.8734586,Very Low,1,7
Lavender Fields Ward,2.804291,Very Low,1,7
Kingston Gate Ward,2.7879784,Very Low,1,7
Carshalton South & Clockhouse Ward,2.787185,Very Low,1,7
West Barnes Ward,2.7624254,Very Low,1,7
Farnborough & Crofton Ward,2.7426414,Very Low,1,7
Crook Log Ward,2.7252443,Very Low,1,7
Green Lane & St. James Ward,2.709026,Very Low,1,7
Falconwood & Welling Ward,2.701912,Very Low,1,7
Hillside Ward,2.6605787,Very Low,1,7
Blackfen & Lamorbey Ward,2.642911,Very Low,1,7
Roxbourne Ward,2.6409109,Very Low,1,7
Northumberland Heath Ward,2.5777693,Very Low,1,7
Lower Morden Ward,2.5735426,Very Low,1,7
North Cheam Ward,2.5726376,Very Low,1,7
Stonecot Ward,2.5575285,Very Low,1,7
Canbury Gardens Ward,2.5569642,Very Low,1,7
Kenley Ward,2.5440023,Very Low,1,7
Belmont Ward (E05013755),2.5375354,Very Low,1,7
Farringdon Without Ward,2.4956157,Very Low,1,7
Eastbrook & Rush Green Ward,2.4674337,Very Low,1,7
Selsdon & Addington Village Ward,2.4617715,Very Low,1,7
Wealdstone South Ward,2.4475257,Very Low,1,7
St. Helier East Ward,2.4225352,Very Low,1,7
Park Hill & Whitgift Ward,2.4013386,Very Low,1,7
Kenton West Ward,2.3929741,Very Low,1,7
Belmont Ward (E05013542),2.3675034,Very Low,1,7
St. Mary's & St. James Ward,2.3261478,Very Low,1,7
New Addington North Ward,2.3110974,Very Low,1,7
Cranham Ward,2.2919145,Very Low,1,7
Old Coulsdon Ward,2.243204,Very Low,1,7
Rayners Lane Ward,2.2288778,Very Low,1,7
Tokyngton Ward,2.2178946,Very Low,1,7
Blendon & Penhill Ward,2.2055273,Very Low,1,7
Castle Baynard Ward,2.186477,Very Low,1,7
Sutton West & East Cheam Ward,2.161996,Very Low,1,7
Hackbridge Ward,2.158847,Very Low,1,7
North Harrow Ward,2.1429577,Very Low,1,7
Tower Ward,2.048508,Very Low,1,7
Farringdon Within Ward,2.048157,Very Low,1,7
Southall West Ward,2.0389068,Very Low,1,7
West Heath Ward,1.9861465,Very Low,1,7
Selsdon Vale & Forestdale Ward,1.9688742,Very Low,1,7
West Harrow Ward,1.9642652,Very Low,1,7
Harefield Village Ward,1.897702,Very Low,1,7
Bishopsgate Ward,1.874611,Very Low,1,7
Tudor Ward,1.7789184,Very Low,1,7
Hook & Chessington North Ward,1.7731264,Very Low,1,7
Old Malden Ward,1.7336429,Very Low,1,7
Worcester Park North Ward,1.7250454,Very Low,1,7
Darwin Ward,1.6191373,Very Low,1,7
Berrylands Ward,1.5570717,Very Low,1,7
King George's & Sunray Ward,1.54633,Very Low,1,7
Longlands Ward,1.5447564,Very Low,1,7
Emerson Park Ward,1.5390403,Very Low,1,7
Aldgate Ward,1.5076324,Very Low,1,7
